Country,Region,IncomeGroup,Area,Measure,Value
Kazakhstan,Middle East/Central Asia,Upper-middle,Fishing grounds,Ecological deficit or reserve,0.027388598
Kazakhstan,Middle East/Central Asia,Upper-middle,Forest,Ecological deficit or reserve,-4.390901243
Kazakhstan,Middle East/Central Asia,Upper-middle,Grazing land,Ecological deficit or reserve,1.639578085
Kazakhstan,Middle East/Central Asia,Upper-middle,Total,Ecological deficit or reserve,-2.366483931
Kazakhstan,Middle East/Central Asia,Upper-middle,Built up land,Ecological footprint of consumption,0.039621473
Kazakhstan,Middle East/Central Asia,Upper-middle,Cropland,Ecological footprint of consumption,0.947307164
Kazakhstan,Middle East/Central Asia,Upper-middle,Fishing grounds,Ecological footprint of consumption,0.02595459
Kazakhstan,Middle East/Central Asia,Upper-middle,Forest,Ecological footprint of consumption,4.615148002
Kazakhstan,Middle East/Central Asia,Upper-middle,Grazing land,Ecological footprint of consumption,0.185312933
Kazakhstan,Middle East/Central Asia,Upper-middle,Total,Ecological footprint of consumption,5.813344162
Kenya,Africa,Low income,Built up land,Biocapacity,0.043260794
Kenya,Africa,Low income,Cropland,Biocapacity,0.225740131
Kenya,Africa,Low income,Fishing grounds,Biocapacity,0.01802369
Kenya,Africa,Low income,Forest,Biocapacity,0.016489125
Kenya,Africa,Low income,Grazing land,Biocapacity,0.229289561
Kenya,Africa,Low income,Total,Biocapacity,0.532803301
Kenya,Africa,Low income,Built up land,Ecological deficit or reserve,0
Kenya,Africa,Low income,Cropland,Ecological deficit or reserve,-0.029824418
Kenya,Africa,Low income,Fishing grounds,Ecological deficit or reserve,-0.025635492
Kenya,Africa,Low income,Forest,Ecological deficit or reserve,-0.452256157
Kenya,Africa,Low income,Grazing land,Ecological deficit or reserve,0.001406619
Kenya,Africa,Low income,Total,Ecological deficit or reserve,-0.506309448
Kenya,Africa,Low income,Built up land,Ecological footprint of consumption,0.043260794
Kenya,Africa,Low income,Cropland,Ecological footprint of consumption,0.255564549
Kenya,Africa,Low income,Fishing grounds,Ecological footprint of consumption,0.043659183
Kenya,Africa,Low income,Forest,Ecological footprint of consumption,0.468745282
Kenya,Africa,Low income,Grazing land,Ecological footprint of consumption,0.227882942
Kenya,Africa,Low income,Total,Ecological footprint of consumption,1.039112749
Kiribati,Asia-Pacific,Lower-middle,Total,Biocapacity,1.287747839
Kiribati,Asia-Pacific,Lower-middle,Total,Ecological deficit or reserve,-4.555608646
Kiribati,Asia-Pacific,Lower-middle,Total,Ecological footprint of consumption,5.843356484
"Korea, Democratic People's Republic of",Asia-Pacific,Low income,Built up land,Biocapacity,0.058324752
"Korea, Democratic People's Republic of",Asia-Pacific,Low income,Cropland,Biocapacity,0.240931108
"Korea, Democratic People's Republic of",Asia-Pacific,Low income,Fishing grounds,Biocapacity,0.094176519
"Korea, Democratic People's Republic of",Asia-Pacific,Low income,Forest,Biocapacity,0.197414207
"Korea, Democratic People's Republic of",Asia-Pacific,Low income,Grazing land,Biocapacity,0.001482695
"Korea, Democratic People's Republic of",Asia-Pacific,Low income,Total,Biocapacity,0.592329281
"Korea, Democratic People's Republic of",Asia-Pacific,Low income,Built up land,Ecological deficit or reserve,0
"Korea, Democratic People's Republic of",Asia-Pacific,Low income,Cropland,Ecological deficit or reserve,-0.044666591
"Korea, Democratic People's Republic of",Asia-Pacific,Low income,Fishing grounds,Ecological deficit or reserve,0.069815888
"Korea, Democratic People's Republic of",Asia-Pacific,Low income,Forest,Ecological deficit or reserve,-2.305243593
"Korea, Democratic People's Republic of",Asia-Pacific,Low income,Grazing land,Ecological deficit or reserve,-0.000170083
"Korea, Democratic People's Republic of",Asia-Pacific,Low income,Total,Ecological deficit or reserve,-2.280264379
"Korea, Democratic People's Republic of",Asia-Pacific,Low income,Built up land,Ecological footprint of consumption,0.058324752
"Korea, Democratic People's Republic of",Asia-Pacific,Low income,Cropland,Ecological footprint of consumption,0.285597699
"Korea, Democratic People's Republic of",Asia-Pacific,Low income,Fishing grounds,Ecological footprint of consumption,0.024360631
"Korea, Democratic People's Republic of",Asia-Pacific,Low income,Forest,Ecological footprint of consumption,2.5026578
"Korea, Democratic People's Republic of",Asia-Pacific,Low income,Grazing land,Ecological footprint of consumption,0.001652778
"Korea, Democratic People's Republic of",Asia-Pacific,Low income,Total,Ecological footprint of consumption,2.87259366
"Korea, Republic of",Asia-Pacific,High income,Built up land,Biocapacity,0.061556417
"Korea, Republic of",Asia-Pacific,High income,Cropland,Biocapacity,0.13741215
"Korea, Republic of",Asia-Pacific,High income,Fishing grounds,Biocapacity,0.395550693
"Korea, Republic of",Asia-Pacific,High income,Forest,Biocapacity,0.09056992
"Korea, Republic of",Asia-Pacific,High income,Grazing land,Biocapacity,0.000887257
"Korea, Republic of",Asia-Pacific,High income,Total,Biocapacity,0.685976437
"Korea, Republic of",Asia-Pacific,High income,Built up land,Ecological deficit or reserve,0
"Korea, Republic of",Asia-Pacific,High income,Cropland,Ecological deficit or reserve,-0.575483377
"Korea, Republic of",Asia-Pacific,High income,Fishing grounds,Ecological deficit or reserve,-0.083216182
"Korea, Republic of",Asia-Pacific,High income,Forest,Ecological deficit or reserve,-4.345118761
"Korea, Republic of",Asia-Pacific,High income,Grazing land,Ecological deficit or reserve,-0.125921191
"Korea, Republic of",Asia-Pacific,High income,Total,Ecological deficit or reserve,-5.129739512
"Korea, Republic of",Asia-Pacific,High income,Built up land,Ecological footprint of consumption,0.061556417
"Korea, Republic of",Asia-Pacific,High income,Cropland,Ecological footprint of consumption,0.712895527
"Korea, Republic of",Asia-Pacific,High income,Fishing grounds,Ecological footprint of consumption,0.478766875
"Korea, Republic of",Asia-Pacific,High income,Forest,Ecological footprint of consumption,4.435688681
"Korea, Republic of",Asia-Pacific,High income,Grazing land,Ecological footprint of consumption,0.126808448
"Korea, Republic of",Asia-Pacific,High income,Total,Ecological footprint of consumption,5.815715949
Kuwait,Middle East/Central Asia,High income,Built up land,Biocapacity,0.243153033
Kuwait,Middle East/Central Asia,High income,Cropland,Biocapacity,0.034699508
Kuwait,Middle East/Central Asia,High income,Fishing grounds,Biocapacity,0.323913492
Kuwait,Middle East/Central Asia,High income,Forest,Biocapacity,0.003129607
Kuwait,Middle East/Central Asia,High income,Grazing land,Biocapacity,0.006101019
Kuwait,Middle East/Central Asia,High income,Total,Biocapacity,0.61099666
Kuwait,Middle East/Central Asia,High income,Built up land,Ecological deficit or reserve,0
Kuwait,Middle East/Central Asia,High income,Cropland,Ecological deficit or reserve,-0.588885086
Kuwait,Middle East/Central Asia,High income,Fishing grounds,Ecological deficit or reserve,0.247853631
Kuwait,Middle East/Central Asia,High income,Forest,Ecological deficit or reserve,-6.392103249
Kuwait,Middle East/Central Asia,High income,Grazing land,Ecological deficit or reserve,-0.305021228
Kuwait,Middle East/Central Asia,High income,Total,Ecological deficit or reserve,-7.038155933
Kuwait,Middle East/Central Asia,High income,Built up land,Ecological footprint of consumption,0.243153033
Kuwait,Middle East/Central Asia,High income,Cropland,Ecological footprint of consumption,0.623584595
Kuwait,Middle East/Central Asia,High income,Fishing grounds,Ecological footprint of consumption,0.076059862
Kuwait,Middle East/Central Asia,High income,Forest,Ecological footprint of consumption,6.395232856
Kuwait,Middle East/Central Asia,High income,Grazing land,Ecological footprint of consumption,0.311122247
Kuwait,Middle East/Central Asia,High income,Total,Ecological footprint of consumption,7.649152593
Kyrgyzstan,Middle East/Central Asia,Low income,Built up land,Biocapacity,0.062530172
Kyrgyzstan,Middle East/Central Asia,Low income,Cropland,Biocapacity,0.342306664
Kyrgyzstan,Middle East/Central Asia,Low income,Fishing grounds,Biocapacity,0.051275053
Kyrgyzstan,Middle East/Central Asia,Low income,Forest,Biocapacity,0.056655445
Kyrgyzstan,Middle East/Central Asia,Low income,Grazing land,Biocapacity,0.593005139
Kyrgyzstan,Middle East/Central Asia,Low income,Total,Biocapacity,1.105772473
Kyrgyzstan,Middle East/Central Asia,Low income,Built up land,Ecological deficit or reserve,0
Kyrgyzstan,Middle East/Central Asia,Low income,Cropland,Ecological deficit or reserve,-0.116067024
Kyrgyzstan,Middle East/Central Asia,Low income,Fishing grounds,Ecological deficit or reserve,0.035265317
Kyrgyzstan,Middle East/Central Asia,Low income,Forest,Ecological deficit or reserve,-0.935259159
Kyrgyzstan,Middle East/Central Asia,Low income,Grazing land,Ecological deficit or reserve,0.368761991
Kyrgyzstan,Middle East/Central Asia,Low income,Total,Ecological deficit or reserve,-0.647298875
Kyrgyzstan,Middle East/Central Asia,Low income,Built up land,Ecological footprint of consumption,0.062530172
Kyrgyzstan,Middle East/Central Asia,Low income,Cropland,Ecological footprint of consumption,0.458373688
Kyrgyzstan,Middle East/Central Asia,Low income,Fishing grounds,Ecological footprint of consumption,0.016009737
Kyrgyzstan,Middle East/Central Asia,Low income,Forest,Ecological footprint of consumption,0.991914604
Kyrgyzstan,Middle East/Central Asia,Low income,Grazing land,Ecological footprint of consumption,0.224243148
Kyrgyzstan,Middle East/Central Asia,Low income,Total,Ecological footprint of consumption,1.753071348
Lao People's Democratic Republic,Asia-Pacific,Lower-middle,Built up land,Biocapacity,0.146023672
Lao People's Democratic Republic,Asia-Pacific,Lower-middle,Cropland,Biocapacity,0.745564381
Lao People's Democratic Republic,Asia-Pacific,Lower-middle,Fishing grounds,Biocapacity,0.032980282
Lao People's Democratic Republic,Asia-Pacific,Lower-middle,Forest,Biocapacity,0.78218073
Lao People's Democratic Republic,Asia-Pacific,Lower-middle,Grazing land,Biocapacity,0.124589215
Lao People's Democratic Republic,Asia-Pacific,Lower-middle,Total,Biocapacity,1.83133828
Lao People's Democratic Republic,Asia-Pacific,Lower-middle,Built up land,Ecological deficit or reserve,0
Lao People's Democratic Republic,Asia-Pacific,Lower-middle,Cropland,Ecological deficit or reserve,-0.02393701
Lao People's Democratic Republic,Asia-Pacific,Lower-middle,Fishing grounds,Ecological deficit or reserve,0.012877535
Lao People's Democratic Republic,Asia-Pacific,Lower-middle,Forest,Ecological deficit or reserve,0.055973915
Lao People's Democratic Republic,Asia-Pacific,Lower-middle,Grazing land,Ecological deficit or reserve,0.002421787
Lao People's Democratic Republic,Asia-Pacific,Lower-middle,Total,Ecological deficit or reserve,0.047336227
Lao People's Democratic Republic,Asia-Pacific,Lower-middle,Built up land,Ecological footprint of consumption,0.146023672
Lao People's Democratic Republic,Asia-Pacific,Lower-middle,Cropland,Ecological footprint of consumption,0.769501391
Lao People's Democratic Republic,Asia-Pacific,Lower-middle,Fishing grounds,Ecological footprint of consumption,0.020102747
Lao People's Democratic Republic,Asia-Pacific,Lower-middle,Forest,Ecological footprint of consumption,0.726206815
Lao People's Democratic Republic,Asia-Pacific,Lower-middle,Grazing land,Ecological footprint of consumption,0.122167429
Lao People's Democratic Republic,Asia-Pacific,Lower-middle,Total,Ecological footprint of consumption,1.784002054
Latvia,EU-28,High income,Built up land,Biocapacity,0.056018587
Latvia,EU-28,High income,Cropland,Biocapacity,1.423206594
Latvia,EU-28,High income,Fishing grounds,Biocapacity,2.014588995
Latvia,EU-28,High income,Forest,Biocapacity,4.190570631
Latvia,EU-28,High income,Grazing land,Biocapacity,0.323417332
Latvia,EU-28,High income,Total,Biocapacity,8.007802139
Latvia,EU-28,High income,Built up land,Ecological deficit or reserve,0
Latvia,EU-28,High income,Cropland,Ecological deficit or reserve,0.441332525
Latvia,EU-28,High income,Fishing grounds,Ecological deficit or reserve,1.806950365
Latvia,EU-28,High income,Forest,Ecological deficit or reserve,-0.03352509
Latvia,EU-28,High income,Grazing land,Ecological deficit or reserve,0.167248946
Latvia,EU-28,High income,Total,Ecological deficit or reserve,2.382006746
Latvia,EU-28,High income,Built up land,Ecological footprint of consumption,0.056018587
Latvia,EU-28,High income,Cropland,Ecological footprint of consumption,0.981874069
Latvia,EU-28,High income,Fishing grounds,Ecological footprint of consumption,0.20763863
Latvia,EU-28,High income,Forest,Ecological footprint of consumption,4.224095721
Latvia,EU-28,High income,Grazing land,Ecological footprint of consumption,0.156168386
Latvia,EU-28,High income,Total,Ecological footprint of consumption,5.625795393
Lebanon,Middle East/Central Asia,Upper-middle,Built up land,Biocapacity,0.06503351
Lebanon,Middle East/Central Asia,Upper-middle,Cropland,Biocapacity,0.156015117
Lebanon,Middle East/Central Asia,Upper-middle,Fishing grounds,Biocapacity,0.006088282
Lebanon,Middle East/Central Asia,Upper-middle,Forest,Biocapacity,0.045950927
Lebanon,Middle East/Central Asia,Upper-middle,Grazing land,Biocapacity,0.037527115
Lebanon,Middle East/Central Asia,Upper-middle,Total,Biocapacity,0.310614952
Lebanon,Middle East/Central Asia,Upper-middle,Built up land,Ecological deficit or reserve,0
Lebanon,Middle East/Central Asia,Upper-middle,Cropland,Ecological deficit or reserve,-0.440816056
Lebanon,Middle East/Central Asia,Upper-middle,Fishing grounds,Ecological deficit or reserve,-0.043831081
Lebanon,Middle East/Central Asia,Upper-middle,Forest,Ecological deficit or reserve,-2.331300413
Lebanon,Middle East/Central Asia,Upper-middle,Grazing land,Ecological deficit or reserve,-0.227328115
Lebanon,Middle East/Central Asia,Upper-middle,Total,Ecological deficit or reserve,-3.043275665
Lebanon,Middle East/Central Asia,Upper-middle,Built up land,Ecological footprint of consumption,0.06503351
Lebanon,Middle East/Central Asia,Upper-middle,Cropland,Ecological footprint of consumption,0.596831173
Lebanon,Middle East/Central Asia,Upper-middle,Fishing grounds,Ecological footprint of consumption,0.049919363
Lebanon,Middle East/Central Asia,Upper-middle,Forest,Ecological footprint of consumption,2.377251341
Lebanon,Middle East/Central Asia,Upper-middle,Grazing land,Ecological footprint of consumption,0.26485523
Lebanon,Middle East/Central Asia,Upper-middle,Total,Ecological footprint of consumption,3.353890617
Lesotho,Africa,Lower-middle,Built up land,Biocapacity,0.009969924
Lesotho,Africa,Lower-middle,Cropland,Biocapacity,0.049654529
Lesotho,Africa,Lower-middle,Fishing grounds,Biocapacity,0
Lesotho,Africa,Lower-middle,Forest,Biocapacity,0.002571393
Lesotho,Africa,Lower-middle,Grazing land,Biocapacity,0.724025476
Lesotho,Africa,Lower-middle,Total,Biocapacity,0.786221322
Lesotho,Africa,Lower-middle,Built up land,Ecological deficit or reserve,0
Lesotho,Africa,Lower-middle,Cropland,Ecological deficit or reserve,-0.146967568
Lesotho,Africa,Lower-middle,Fishing grounds,Ecological deficit or reserve,-0.010640138
Lesotho,Africa,Lower-middle,Forest,Ecological deficit or reserve,-0.912183568
Lesotho,Africa,Lower-middle,Grazing land,Ecological deficit or reserve,0.393601349
Lesotho,Africa,Lower-middle,Total,Ecological deficit or reserve,-0.676189925
Lesotho,Africa,Lower-middle,Built up land,Ecological footprint of consumption,0.009969924
Lesotho,Africa,Lower-middle,Cropland,Ecological footprint of consumption,0.196622098
Lesotho,Africa,Lower-middle,Fishing grounds,Ecological footprint of consumption,0.010640138
Lesotho,Africa,Lower-middle,Forest,Ecological footprint of consumption,0.914754961
Lesotho,Africa,Lower-middle,Grazing land,Ecological footprint of consumption,0.330424127
Lesotho,Africa,Lower-middle,Total,Ecological footprint of consumption,1.462411247
Liberia,Africa,Low income,Built up land,Biocapacity,0.034128308
Liberia,Africa,Low income,Cropland,Biocapacity,0.152565761
Liberia,Africa,Low income,Fishing grounds,Biocapacity,0.308632853
Liberia,Africa,Low income,Forest,Biocapacity,1.348529399
Liberia,Africa,Low income,Grazing land,Biocapacity,0.588200258
Liberia,Africa,Low income,Total,Biocapacity,2.432056579
Liberia,Africa,Low income,Built up land,Ecological deficit or reserve,0
Liberia,Africa,Low income,Cropland,Ecological deficit or reserve,-0.077626663
Liberia,Africa,Low income,Fishing grounds,Ecological deficit or reserve,0.262571858
Liberia,Africa,Low income,Forest,Ecological deficit or reserve,0.493253988
Liberia,Africa,Low income,Grazing land,Ecological deficit or reserve,0.558669732
Liberia,Africa,Low income,Total,Ecological deficit or reserve,1.236868915
Liberia,Africa,Low income,Built up land,Ecological footprint of consumption,0.034128308
Liberia,Africa,Low income,Cropland,Ecological footprint of consumption,0.230192424
Liberia,Africa,Low income,Fishing grounds,Ecological footprint of consumption,0.046060996
Liberia,Africa,Low income,Forest,Ecological footprint of consumption,0.85527541
Liberia,Africa,Low income,Grazing land,Ecological footprint of consumption,0.029530526
Liberia,Africa,Low income,Total,Ecological footprint of consumption,1.195187664
Libyan Arab Jamahiriya,Africa,Upper-middle,Built up land,Biocapacity,0.020214543
Libyan Arab Jamahiriya,Africa,Upper-middle,Cropland,Biocapacity,0.170711247
Libyan Arab Jamahiriya,Africa,Upper-middle,Fishing grounds,Biocapacity,0.252721283
Libyan Arab Jamahiriya,Africa,Upper-middle,Forest,Biocapacity,0.019587146
Libyan Arab Jamahiriya,Africa,Upper-middle,Grazing land,Biocapacity,0.225960037
Libyan Arab Jamahiriya,Africa,Upper-middle,Total,Biocapacity,0.689194257
Libyan Arab Jamahiriya,Africa,Upper-middle,Built up land,Ecological deficit or reserve,0
Libyan Arab Jamahiriya,Africa,Upper-middle,Cropland,Ecological deficit or reserve,-0.73879262
Libyan Arab Jamahiriya,Africa,Upper-middle,Fishing grounds,Ecological deficit or reserve,0.153895835
Libyan Arab Jamahiriya,Africa,Upper-middle,Forest,Ecological deficit or reserve,-2.922930498
Libyan Arab Jamahiriya,Africa,Upper-middle,Grazing land,Ecological deficit or reserve,-0.137364631
Libyan Arab Jamahiriya,Africa,Upper-middle,Total,Ecological deficit or reserve,-3.645191914
Libyan Arab Jamahiriya,Africa,Upper-middle,Built up land,Ecological footprint of consumption,0.020214543
Libyan Arab Jamahiriya,Africa,Upper-middle,Cropland,Ecological footprint of consumption,0.909503867
Libyan Arab Jamahiriya,Africa,Upper-middle,Fishing grounds,Ecological footprint of consumption,0.098825448
Libyan Arab Jamahiriya,Africa,Upper-middle,Forest,Ecological footprint of consumption,2.942517645
Libyan Arab Jamahiriya,Africa,Upper-middle,Grazing land,Ecological footprint of consumption,0.363324667
Libyan Arab Jamahiriya,Africa,Upper-middle,Total,Ecological footprint of consumption,4.33438617
Lithuania,EU-28,Upper-middle,Built up land,Biocapacity,0.099140443
Lithuania,EU-28,Upper-middle,Cropland,Biocapacity,2.326515508
Lithuania,EU-28,Upper-middle,Fishing grounds,Biocapacity,0.310424435
Lithuania,EU-28,Upper-middle,Forest,Biocapacity,2.150305682
Lithuania,EU-28,Upper-middle,Grazing land,Biocapacity,0.111448954
Lithuania,EU-28,Upper-middle,Total,Biocapacity,4.997835022
Lithuania,EU-28,Upper-middle,Built up land,Ecological deficit or reserve,0
Lithuania,EU-28,Upper-middle,Cropland,Ecological deficit or reserve,1.012943756
Lithuania,EU-28,Upper-middle,Fishing grounds,Ecological deficit or reserve,-0.061865448
Lithuania,EU-28,Upper-middle,Forest,Ecological deficit or reserve,-1.621547103
Lithuania,EU-28,Upper-middle,Grazing land,Ecological deficit or reserve,-0.128569892
Lithuania,EU-28,Upper-middle,Total,Ecological deficit or reserve,-0.799038686
Lithuania,EU-28,Upper-middle,Built up land,Ecological footprint of consumption,0.099140443
Lithuania,EU-28,Upper-middle,Cropland,Ecological footprint of consumption,1.313571752
Lithuania,EU-28,Upper-middle,Fishing grounds,Ecological footprint of consumption,0.372289883
Lithuania,EU-28,Upper-middle,Forest,Ecological footprint of consumption,3.771852785
Lithuania,EU-28,Upper-middle,Grazing land,Ecological footprint of consumption,0.240018845
Lithuania,EU-28,Upper-middle,Total,Ecological footprint of consumption,5.796873709
Luxembourg,EU-28,High income,Built up land,Biocapacity,0.101361259
Luxembourg,EU-28,High income,Cropland,Biocapacity,0.372713351
Luxembourg,EU-28,High income,Fishing grounds,Biocapacity,0.0006864
Luxembourg,EU-28,High income,Forest,Biocapacity,0.827724564
Luxembourg,EU-28,High income,Grazing land,Biocapacity,0.073326238
Luxembourg,EU-28,High income,Total,Biocapacity,1.375811812
Luxembourg,EU-28,High income,Built up land,Ecological deficit or reserve,0
Luxembourg,EU-28,High income,Cropland,Ecological deficit or reserve,-0.714790099
Luxembourg,EU-28,High income,Fishing grounds,Ecological deficit or reserve,-0.146322606
Luxembourg,EU-28,High income,Forest,Ecological deficit or reserve,-9.405586535
Luxembourg,EU-28,High income,Grazing land,Ecological deficit or reserve,-0.642331069
Luxembourg,EU-28,High income,Total,Ecological deficit or reserve,-10.90903031
Luxembourg,EU-28,High income,Built up land,Ecological footprint of consumption,0.101361259
Luxembourg,EU-28,High income,Cropland,Ecological footprint of consumption,1.087503449
Luxembourg,EU-28,High income,Fishing grounds,Ecological footprint of consumption,0.147009006
Luxembourg,EU-28,High income,Forest,Ecological footprint of consumption,10.2333111
Luxembourg,EU-28,High income,Grazing land,Ecological footprint of consumption,0.715657307
Luxembourg,EU-28,High income,Total,Ecological footprint of consumption,12.28484212
Macedonia TFYR,Other Europe,Upper-middle,Built up land,Biocapacity,0.028835401
Macedonia TFYR,Other Europe,Upper-middle,Cropland,Biocapacity,0.476947246
Macedonia TFYR,Other Europe,Upper-middle,Fishing grounds,Biocapacity,0.016606781
Macedonia TFYR,Other Europe,Upper-middle,Forest,Biocapacity,0.927460536
Macedonia TFYR,Other Europe,Upper-middle,Grazing land,Biocapacity,0.168945742
Macedonia TFYR,Other Europe,Upper-middle,Total,Biocapacity,1.618795706
Macedonia TFYR,Other Europe,Upper-middle,Built up land,Ecological deficit or reserve,0
Macedonia TFYR,Other Europe,Upper-middle,Cropland,Ecological deficit or reserve,-0.211427016
Macedonia TFYR,Other Europe,Upper-middle,Fishing grounds,Ecological deficit or reserve,-0.016275508
Macedonia TFYR,Other Europe,Upper-middle,Forest,Ecological deficit or reserve,-1.178226069
Macedonia TFYR,Other Europe,Upper-middle,Grazing land,Ecological deficit or reserve,-0.056802849
Macedonia TFYR,Other Europe,Upper-middle,Total,Ecological deficit or reserve,-1.462731443
Macedonia TFYR,Other Europe,Upper-middle,Built up land,Ecological footprint of consumption,0.028835401
Macedonia TFYR,Other Europe,Upper-middle,Cropland,Ecological footprint of consumption,0.688374263
Macedonia TFYR,Other Europe,Upper-middle,Fishing grounds,Ecological footprint of consumption,0.032882289
Macedonia TFYR,Other Europe,Upper-middle,Forest,Ecological footprint of consumption,2.105686605
Macedonia TFYR,Other Europe,Upper-middle,Grazing land,Ecological footprint of consumption,0.225748592
Macedonia TFYR,Other Europe,Upper-middle,Total,Ecological footprint of consumption,3.081527149
Madagascar,Africa,Low income,Built up land,Biocapacity,0.055661637
Madagascar,Africa,Low income,Cropland,Biocapacity,0.239716951
Madagascar,Africa,Low income,Fishing grounds,Biocapacity,0.202920092
Madagascar,Africa,Low income,Forest,Biocapacity,0.746328911
Madagascar,Africa,Low income,Grazing land,Biocapacity,1.240810053
Madagascar,Africa,Low income,Total,Biocapacity,2.485437644
Madagascar,Africa,Low income,Built up land,Ecological deficit or reserve,0
Madagascar,Africa,Low income,Cropland,Ecological deficit or reserve,-0.010593948
Madagascar,Africa,Low income,Fishing grounds,Ecological deficit or reserve,0.180384952
Madagascar,Africa,Low income,Forest,Ecological deficit or reserve,0.440771802
Madagascar,Africa,Low income,Grazing land,Ecological deficit or reserve,0.898287194
Madagascar,Africa,Low income,Total,Ecological deficit or reserve,1.508850001
Madagascar,Africa,Low income,Built up land,Ecological footprint of consumption,0.055661637
Madagascar,Africa,Low income,Cropland,Ecological footprint of consumption,0.250310899
Madagascar,Africa,Low income,Fishing grounds,Ecological footprint of consumption,0.02253514
Madagascar,Africa,Low income,Forest,Ecological footprint of consumption,0.305557108
Madagascar,Africa,Low income,Grazing land,Ecological footprint of consumption,0.342522859
Madagascar,Africa,Low income,Total,Ecological footprint of consumption,0.976587643
Malawi,Africa,Low income,Built up land,Biocapacity,0.056335896
Malawi,Africa,Low income,Cropland,Biocapacity,0.459302473
Malawi,Africa,Low income,Fishing grounds,Biocapacity,0.053297262
Malawi,Africa,Low income,Forest,Biocapacity,0.021363035
Malawi,Africa,Low income,Grazing land,Biocapacity,0.072008078
Malawi,Africa,Low income,Total,Biocapacity,0.662306743
Malawi,Africa,Low income,Built up land,Ecological deficit or reserve,0
Malawi,Africa,Low income,Cropland,Ecological deficit or reserve,0.018859052
Malawi,Africa,Low income,Fishing grounds,Ecological deficit or reserve,0.04029519
Malawi,Africa,Low income,Forest,Ecological deficit or reserve,-0.24073314
Malawi,Africa,Low income,Grazing land,Ecological deficit or reserve,0.019682859
Malawi,Africa,Low income,Total,Ecological deficit or reserve,-0.161896039
Malawi,Africa,Low income,Built up land,Ecological footprint of consumption,0.056335896
Malawi,Africa,Low income,Cropland,Ecological footprint of consumption,0.440443421
Malawi,Africa,Low income,Fishing grounds,Ecological footprint of consumption,0.013002072
Malawi,Africa,Low income,Forest,Ecological footprint of consumption,0.262096174
Malawi,Africa,Low income,Grazing land,Ecological footprint of consumption,0.052325219
Malawi,Africa,Low income,Total,Ecological footprint of consumption,0.824202782
Malaysia,Asia-Pacific,Upper-middle,Built up land,Biocapacity,0.075265005
Malaysia,Asia-Pacific,Upper-middle,Cropland,Biocapacity,0.759929439
Malaysia,Asia-Pacific,Upper-middle,Fishing grounds,Biocapacity,0.828894195
Malaysia,Asia-Pacific,Upper-middle,Forest,Biocapacity,0.710525014
Malaysia,Asia-Pacific,Upper-middle,Grazing land,Biocapacity,0.01364016
Malaysia,Asia-Pacific,Upper-middle,Total,Biocapacity,2.388253813
Malaysia,Asia-Pacific,Upper-middle,Built up land,Ecological deficit or reserve,0
Malaysia,Asia-Pacific,Upper-middle,Cropland,Ecological deficit or reserve,0.116261812
Malaysia,Asia-Pacific,Upper-middle,Fishing grounds,Ecological deficit or reserve,0.414932179
Malaysia,Asia-Pacific,Upper-middle,Forest,Ecological deficit or reserve,-2.444921193
Malaysia,Asia-Pacific,Upper-middle,Grazing land,Ecological deficit or reserve,-0.120613083
Malaysia,Asia-Pacific,Upper-middle,Total,Ecological deficit or reserve,-2.034340285
Malaysia,Asia-Pacific,Upper-middle,Built up land,Ecological footprint of consumption,0.075265005
Malaysia,Asia-Pacific,Upper-middle,Cropland,Ecological footprint of consumption,0.643667627
Malaysia,Asia-Pacific,Upper-middle,Fishing grounds,Ecological footprint of consumption,0.413962016
Malaysia,Asia-Pacific,Upper-middle,Forest,Ecological footprint of consumption,3.155446207
Malaysia,Asia-Pacific,Upper-middle,Grazing land,Ecological footprint of consumption,0.134253243
Malaysia,Asia-Pacific,Upper-middle,Total,Ecological footprint of consumption,4.422594097
Mali,Africa,Low income,Built up land,Biocapacity,0.072218115
Mali,Africa,Low income,Cropland,Biocapacity,0.561033348
Mali,Africa,Low income,Fishing grounds,Biocapacity,0.04304011
Mali,Africa,Low income,Forest,Biocapacity,0.211066443
Mali,Africa,Low income,Grazing land,Biocapacity,0.623244325
Mali,Africa,Low income,Total,Biocapacity,1.510602341
Mali,Africa,Low income,Built up land,Ecological deficit or reserve,0
Mali,Africa,Low income,Cropland,Ecological deficit or reserve,0.029512113
Mali,Africa,Low income,Fishing grounds,Ecological deficit or reserve,0.008925549
Mali,Africa,Low income,Forest,Ecological deficit or reserve,-0.107239563
Mali,Africa,Low income,Grazing land,Ecological deficit or reserve,0.041314877
Mali,Africa,Low income,Total,Ecological deficit or reserve,-0.027487024
Mali,Africa,Low income,Built up land,Ecological footprint of consumption,0.072218115
Mali,Africa,Low income,Cropland,Ecological footprint of consumption,0.531521235
Mali,Africa,Low income,Fishing grounds,Ecological footprint of consumption,0.034114561
Mali,Africa,Low income,Forest,Ecological footprint of consumption,0.318306006
Mali,Africa,Low income,Grazing land,Ecological footprint of consumption,0.581929448
Mali,Africa,Low income,Total,Ecological footprint of consumption,1.538089365
Malta,EU-28,High income,Built up land,Biocapacity,0.050797607
Malta,EU-28,High income,Cropland,Biocapacity,0.094100625
Malta,EU-28,High income,Fishing grounds,Biocapacity,0.47484349
Malta,EU-28,High income,Forest,Biocapacity,0.000748948
