location,sex,age,cause,value
Malta,Both,40 to 49,Cancer,51.78
Malta,Female,60 to 69,Cancer,54.03
Malta,Female,0 to 9,Maternal and neonatal disorders,57.14
Malta,Both,0 to 9,Maternal and neonatal disorders,57.89
Malta,Male,0 to 9,Maternal and neonatal disorders,60
Malta,Female,50 to 59,Cancer,72
Malta,Female,40 to 49,Cancer,81.25
Malta,Female,20 to 29,Cancer,100
Malta,Female,30 to 39,Cancer,100
Malta,Male,10 to 19,Transport injuries,100
Marshall Islands,Both,20 to 29,Cardiovascular diseases,27.27
Marshall Islands,Male,20 to 29,Suicide,28.57
Marshall Islands,Female,All ages,Cardiovascular diseases,36.47
Marshall Islands,Both,All ages,Cardiovascular diseases,37.68
Marshall Islands,Both,30 to 39,Cardiovascular diseases,40
Marshall Islands,Male,All ages,Cardiovascular diseases,40.61
Marshall Islands,Female,50 to 59,Cardiovascular diseases,46.15
Marshall Islands,Male,30 to 39,Cardiovascular diseases,46.15
Marshall Islands,Both,40 to 49,Cardiovascular diseases,48.83
Marshall Islands,Female,40 to 49,Cardiovascular diseases,50
Marshall Islands,Both,60 to 69,Cardiovascular diseases,51.28
Marshall Islands,Both,50 to 59,Cardiovascular diseases,51.56
Marshall Islands,Female,60 to 69,Cardiovascular diseases,51.61
Marshall Islands,Both,0 to 9,Maternal and neonatal disorders,52.94
Marshall Islands,Both,70 to 79,Cardiovascular diseases,52.94
Marshall Islands,Male,60 to 69,Cardiovascular diseases,53.48
Marshall Islands,Male,70 to 79,Cardiovascular diseases,56
Marshall Islands,Male,50 to 59,Cardiovascular diseases,58.33
Marshall Islands,Female,70 to 79,Cardiovascular diseases,60
Marshall Islands,Both,80 to 89,Cardiovascular diseases,61.11
Marshall Islands,Male,40 to 49,Cardiovascular diseases,66.66
Marshall Islands,Male,0 to 9,Maternal and neonatal disorders,71.42
Marshall Islands,Male,80 to 89,Cardiovascular diseases,71.42
Marshall Islands,Female,0 to 9,Maternal and neonatal disorders,75
Marshall Islands,Female,30 to 39,Cardiovascular diseases,75
Marshall Islands,Female,80 to 89,Cardiovascular diseases,83.33
Marshall Islands,Both,10 to 19,Suicide,100
Marshall Islands,Both,90+,Cardiovascular diseases,100
Mauritania,Both,40 to 49,Cardiovascular diseases,14.68
Mauritania,Male,40 to 49,Cardiovascular diseases,15.18
Mauritania,Male,All ages,Cardiovascular diseases,16.73
Mauritania,Male,30 to 39,Transport injuries,17.27
Mauritania,Both,30 to 39,Maternal and neonatal disorders,18.79
Mauritania,Both,All ages,Cardiovascular diseases,18.84
Mauritania,Both,20 to 29,Transport injuries,19.79
Mauritania,Male,50 to 59,Cardiovascular diseases,20.53
Mauritania,Female,40 to 49,Maternal and neonatal disorders,20.91
Mauritania,Female,All ages,Cardiovascular diseases,21.07
Mauritania,Female,10 to 19,Transport injuries,21.45
Mauritania,Both,50 to 59,Cardiovascular diseases,22.45
Mauritania,Both,10 to 19,Transport injuries,23.37
Mauritania,Female,50 to 59,Cardiovascular diseases,24.37
Mauritania,Male,60 to 69,Cardiovascular diseases,24.41
Mauritania,Male,10 to 19,Transport injuries,25.8
Mauritania,Male,20 to 29,Transport injuries,25.81
Mauritania,Both,60 to 69,Cardiovascular diseases,26.97
Mauritania,Male,70 to 79,Cardiovascular diseases,27.15
Mauritania,Female,60 to 69,Cardiovascular diseases,29.82
Mauritania,Both,70 to 79,Cardiovascular diseases,30.52
Mauritania,Male,80 to 89,Cardiovascular diseases,31.3
Mauritania,Female,70 to 79,Cardiovascular diseases,34.2
Mauritania,Male,90+,Cardiovascular diseases,34.21
Mauritania,Female,0 to 9,Maternal and neonatal disorders,34.32
Mauritania,Both,80 to 89,Cardiovascular diseases,34.35
Mauritania,Female,20 to 29,Maternal and neonatal disorders,35.22
Mauritania,Both,90+,Cardiovascular diseases,37.03
Mauritania,Female,30 to 39,Maternal and neonatal disorders,37.33
Mauritania,Both,0 to 9,Maternal and neonatal disorders,37.46
Mauritania,Female,80 to 89,Cardiovascular diseases,37.91
Mauritania,Male,0 to 9,Maternal and neonatal disorders,40.35
Mauritania,Female,90+,Cardiovascular diseases,41.2
Mauritius,Both,20 to 29,Transport injuries,17.85
Mauritius,Both,30 to 39,Cardiovascular diseases,18.15
Mauritius,Male,30 to 39,Cardiovascular diseases,19.15
Mauritius,Female,20 to 29,Cancer,19.51
Mauritius,Both,10 to 19,Transport injuries,20
Mauritius,Male,20 to 29,Transport injuries,24.34
Mauritius,Both,40 to 49,Diabetes and kidney diseases,25.34
Mauritius,Male,40 to 49,Cardiovascular diseases,25.98
Mauritius,Female,10 to 19,Cancer,27.27
Mauritius,Male,10 to 19,Transport injuries,30
Mauritius,Male,All ages,Cardiovascular diseases,30.27
Mauritius,Both,All ages,Cardiovascular diseases,30.91
Mauritius,Female,30 to 39,Cancer,30.98
Mauritius,Female,All ages,Cardiovascular diseases,31.72
Mauritius,Female,40 to 49,Cancer,32.16
Mauritius,Male,50 to 59,Diabetes and kidney diseases,34.01
Mauritius,Male,70 to 79,Cardiovascular diseases,34.43
Mauritius,Both,70 to 79,Diabetes and kidney diseases,34.55
Mauritius,Both,50 to 59,Diabetes and kidney diseases,34.74
Mauritius,Male,60 to 69,Diabetes and kidney diseases,36.57
Mauritius,Female,50 to 59,Diabetes and kidney diseases,37.47
Mauritius,Female,70 to 79,Diabetes and kidney diseases,38.46
Mauritius,Male,80 to 89,Cardiovascular diseases,38.52
Mauritius,Both,60 to 69,Diabetes and kidney diseases,38.7
Mauritius,Both,80 to 89,Cardiovascular diseases,40.65
Mauritius,Female,60 to 69,Diabetes and kidney diseases,42.37
Mauritius,Female,80 to 89,Cardiovascular diseases,42.64
Mauritius,Male,90+,Cardiovascular diseases,43.04
Mauritius,Both,90+,Cardiovascular diseases,45.23
Mauritius,Female,90+,Cardiovascular diseases,47.03
Mauritius,Both,0 to 9,Maternal and neonatal disorders,55.48
Mauritius,Male,0 to 9,Maternal and neonatal disorders,58.82
Mauritius,Female,0 to 9,Maternal and neonatal disorders,60
Mexico,Female,20 to 29,Interpersonal violence,15.85
Mexico,Female,10 to 19,Cancer,16.4
Mexico,Both,40 to 49,Diabetes and kidney diseases,17.05
Mexico,Male,40 to 49,Digestive diseases,18.81
Mexico,Male,All ages,Cardiovascular diseases,21.21
Mexico,Both,30 to 39,Interpersonal violence,21.8
Mexico,Both,All ages,Cardiovascular diseases,22.68
Mexico,Both,10 to 19,Interpersonal violence,24.51
Mexico,Female,All ages,Cardiovascular diseases,24.58
Mexico,Male,50 to 59,Diabetes and kidney diseases,24.62
Mexico,Female,30 to 39,Cancer,24.78
Mexico,Male,30 to 39,Interpersonal violence,25.97
Mexico,Both,70 to 79,Cardiovascular diseases,26.22
Mexico,Male,70 to 79,Cardiovascular diseases,26.42
Mexico,Both,50 to 59,Diabetes and kidney diseases,26.68
Mexico,Female,70 to 79,Diabetes and kidney diseases,27.06
Mexico,Male,60 to 69,Diabetes and kidney diseases,27.07
Mexico,Male,10 to 19,Interpersonal violence,29.2
Mexico,Both,60 to 69,Diabetes and kidney diseases,29.29
Mexico,Female,50 to 59,Diabetes and kidney diseases,29.92
Mexico,Female,40 to 49,Cancer,30.82
Mexico,Both,20 to 29,Interpersonal violence,31.19
Mexico,Male,80 to 89,Cardiovascular diseases,31.24
Mexico,Female,60 to 69,Diabetes and kidney diseases,32.23
Mexico,Both,80 to 89,Cardiovascular diseases,32.95
Mexico,Female,80 to 89,Cardiovascular diseases,34.51
Mexico,Female,0 to 9,Maternal and neonatal disorders,35.02
Mexico,Male,20 to 29,Interpersonal violence,35.7
Mexico,Male,90+,Cardiovascular diseases,37.5
Mexico,Both,0 to 9,Maternal and neonatal disorders,37.69
Mexico,Male,0 to 9,Maternal and neonatal disorders,39.78
Mexico,Both,90+,Cardiovascular diseases,40.23
Mexico,Female,90+,Cardiovascular diseases,42.38
Micronesia (Federated States of),Both,20 to 29,Cardiovascular diseases,18.91
Micronesia (Federated States of),Male,20 to 29,Suicide,26.31
Micronesia (Federated States of),Both,30 to 39,Cardiovascular diseases,27.77
Micronesia (Federated States of),Both,10 to 19,Suicide,28.57
Micronesia (Federated States of),Male,30 to 39,Cardiovascular diseases,30.3
Micronesia (Federated States of),Female,40 to 49,Cardiovascular diseases,32.25
Micronesia (Federated States of),Male,10 to 19,Suicide,33.33
Micronesia (Federated States of),Female,All ages,Cardiovascular diseases,34.66
Micronesia (Federated States of),Both,All ages,Cardiovascular diseases,35.66
Micronesia (Federated States of),Both,40 to 49,Cardiovascular diseases,36.27
Micronesia (Federated States of),Male,All ages,Cardiovascular diseases,37.06
Micronesia (Federated States of),Female,50 to 59,Cardiovascular diseases,38.46
Micronesia (Federated States of),Female,30 to 39,Cardiovascular diseases,40
Micronesia (Federated States of),Female,60 to 69,Cardiovascular diseases,41.97
Micronesia (Federated States of),Male,40 to 49,Cardiovascular diseases,42.62
Micronesia (Federated States of),Both,60 to 69,Cardiovascular diseases,43.34
Micronesia (Federated States of),Both,50 to 59,Cardiovascular diseases,44.06
Micronesia (Federated States of),Male,60 to 69,Cardiovascular diseases,46.49
Micronesia (Federated States of),Both,70 to 79,Cardiovascular diseases,46.55
Micronesia (Federated States of),Both,0 to 9,Maternal and neonatal disorders,47.36
Micronesia (Federated States of),Both,80 to 89,Cardiovascular diseases,48.1
Micronesia (Federated States of),Female,70 to 79,Cardiovascular diseases,48.33
Micronesia (Federated States of),Male,70 to 79,Cardiovascular diseases,48.97
Micronesia (Federated States of),Female,0 to 9,Maternal and neonatal disorders,50
Micronesia (Federated States of),Male,80 to 89,Cardiovascular diseases,50
Micronesia (Federated States of),Male,50 to 59,Cardiovascular diseases,50.98
Micronesia (Federated States of),Female,80 to 89,Cardiovascular diseases,52.17
Micronesia (Federated States of),Both,90+,Cardiovascular diseases,60
Micronesia (Federated States of),Male,0 to 9,Maternal and neonatal disorders,62.5
Micronesia (Federated States of),Female,20 to 29,Cardiovascular diseases,100
Micronesia (Federated States of),Female,90+,Cardiovascular diseases,100
Micronesia (Federated States of),Male,90+,Cardiovascular diseases,100
Monaco,Both,80 to 89,Cancer,38.21
Monaco,Female,All ages,Cancer,40.23
Monaco,Male,80 to 89,Cancer,40.78
Monaco,Female,80 to 89,Cardiovascular diseases,42.1
Monaco,Both,All ages,Cancer,43.57
Monaco,Both,90+,Cardiovascular diseases,45.94
Monaco,Male,All ages,Cancer,47.12
Monaco,Male,90+,Cardiovascular diseases,48.57
Monaco,Female,90+,Cardiovascular diseases,50.74
Monaco,Both,70 to 79,Cancer,59.16
Monaco,Male,70 to 79,Cancer,63.93
Monaco,Female,70 to 79,Cancer,64.58
Monaco,Both,60 to 69,Cancer,75
Monaco,Male,60 to 69,Cancer,75.86
Monaco,Male,50 to 59,Cancer,78.57
Monaco,Female,60 to 69,Cancer,84.21
Monaco,Both,50 to 59,Cancer,86.95
Monaco,Both,40 to 49,Cancer,100
Monaco,Female,40 to 49,Cancer,100
Monaco,Female,50 to 59,Cancer,100
Monaco,Male,40 to 49,Cancer,100
Mongolia,Female,20 to 29,Cardiovascular diseases,13.48
Mongolia,Male,30 to 39,Cardiovascular diseases,17.03
Mongolia,Both,30 to 39,Cardiovascular diseases,18.1
Mongolia,Both,20 to 29,Suicide,18.15
Mongolia,Female,10 to 19,Unintentional injuries,18.66
Mongolia,Male,20 to 29,Suicide,20.39
Mongolia,Female,30 to 39,Cardiovascular diseases,21.97
Mongolia,Both,10 to 19,Unintentional injuries,24.08
Mongolia,Male,10 to 19,Unintentional injuries,28.48
Mongolia,Male,40 to 49,Cardiovascular diseases,31.01
Mongolia,Female,0 to 9,Maternal and neonatal disorders,31.69
Mongolia,Both,40 to 49,Cardiovascular diseases,32.45
Mongolia,Female,40 to 49,Cardiovascular diseases,36.47
Mongolia,Both,0 to 9,Maternal and neonatal disorders,36.64
Mongolia,Male,All ages,Cardiovascular diseases,37.62
Mongolia,Both,All ages,Cardiovascular diseases,39.46
Mongolia,Male,0 to 9,Maternal and neonatal disorders,41.17
Mongolia,Both,50 to 59,Cardiovascular diseases,41.22
Mongolia,Female,50 to 59,Cardiovascular diseases,41.3
Mongolia,Male,50 to 59,Cardiovascular diseases,41.34
Mongolia,Female,All ages,Cardiovascular diseases,42.31
Mongolia,Female,60 to 69,Cardiovascular diseases,42.94
Mongolia,Both,60 to 69,Cardiovascular diseases,45.34
Mongolia,Male,60 to 69,Cardiovascular diseases,47.22
Mongolia,Female,70 to 79,Cardiovascular diseases,52.26
Mongolia,Both,70 to 79,Cardiovascular diseases,52.78
Mongolia,Male,70 to 79,Cardiovascular diseases,53.54
Mongolia,Male,80 to 89,Cardiovascular diseases,60.09
Mongolia,Both,80 to 89,Cardiovascular diseases,60.47
Mongolia,Female,80 to 89,Cardiovascular diseases,61.17
Mongolia,Both,90+,Cardiovascular diseases,68.72
Mongolia,Female,90+,Cardiovascular diseases,69.16
Mongolia,Male,90+,Cardiovascular diseases,70.96
Montenegro,Male,30 to 39,Cardiovascular diseases,22.91
Montenegro,Male,10 to 19,Cancer,25
Montenegro,Both,20 to 29,Suicide,25.64
Montenegro,Male,20 to 29,Suicide,28.57
Montenegro,Both,30 to 39,Cancer,31.08
Montenegro,Male,40 to 49,Cardiovascular diseases,36.2
Montenegro,Both,10 to 19,Cancer,37.5
Montenegro,Male,50 to 59,Cancer,40.94
Montenegro,Both,40 to 49,Cancer,41.23
Montenegro,Both,50 to 59,Cancer,44.53
Montenegro,Male,60 to 69,Cardiovascular diseases,48
Montenegro,Both,60 to 69,Cardiovascular diseases,48.34
Montenegro,Female,20 to 29,Cancer,50
Montenegro,Female,60 to 69,Cardiovascular diseases,50.31
Montenegro,Female,50 to 59,Cancer,53.53
Montenegro,Male,All ages,Cardiovascular diseases,53.57
Montenegro,Male,70 to 79,Cardiovascular diseases,57.96
Montenegro,Both,All ages,Cardiovascular diseases,58.14
Montenegro,Both,70 to 79,Cardiovascular diseases,61.5
Montenegro,Female,40 to 49,Cancer,61.53
Montenegro,Female,All ages,Cardiovascular diseases,63.55
Montenegro,Female,70 to 79,Cardiovascular diseases,66.22
Montenegro,Female,30 to 39,Cancer,66.66
Montenegro,Male,80 to 89,Cardiovascular diseases,67.57
Montenegro,Both,80 to 89,Cardiovascular diseases,72.03
Montenegro,Both,0 to 9,Maternal and neonatal disorders,72.22
Montenegro,Male,90+,Cardiovascular diseases,74.68
Montenegro,Female,80 to 89,Cardiovascular diseases,75.95
Montenegro,Both,90+,Cardiovascular diseases,76.68
Montenegro,Female,90+,Cardiovascular diseases,79.84
Montenegro,Female,0 to 9,Maternal and neonatal disorders,83.33
Montenegro,Male,0 to 9,Maternal and neonatal disorders,87.5
Morocco,Female,10 to 19,Transport injuries,14.23
Morocco,Female,20 to 29,Cardiovascular diseases,14.76
Morocco,Both,30 to 39,Cardiovascular diseases,22.19
Morocco,Female,30 to 39,Cardiovascular diseases,23.32
Morocco,Male,30 to 39,Transport injuries,29.28
Morocco,Both,20 to 29,Transport injuries,30.61
Morocco,Both,10 to 19,Transport injuries,33.14
Morocco,Female,40 to 49,Cardiovascular diseases,34.68
Morocco,Both,40 to 49,Cardiovascular diseases,36.9
Morocco,Male,40 to 49,Cardiovascular diseases,39.13
Morocco,Female,0 to 9,Maternal and neonatal disorders,40.33
Morocco,Male,20 to 29,Transport injuries,41.52
Morocco,Both,0 to 9,Maternal and neonatal disorders,42.58
Morocco,Male,10 to 19,Transport injuries,44.3
Morocco,Male,0 to 9,Maternal and neonatal disorders,44.44
Morocco,Female,50 to 59,Cardiovascular diseases,45.27
Morocco,Both,50 to 59,Cardiovascular diseases,47.99
Morocco,Male,50 to 59,Cardiovascular diseases,50.37
Morocco,Male,All ages,Cardiovascular diseases,50.47
Morocco,Both,All ages,Cardiovascular diseases,51.3
Morocco,Female,All ages,Cardiovascular diseases,52.29
Morocco,Female,60 to 69,Cardiovascular diseases,55.65
Morocco,Both,60 to 69,Cardiovascular diseases,55.66
Morocco,Male,60 to 69,Cardiovascular diseases,55.7
Morocco,Male,70 to 79,Cardiovascular diseases,59.53
Morocco,Both,70 to 79,Cardiovascular diseases,61.09
Morocco,Male,80 to 89,Cardiovascular diseases,61.78
Morocco,Male,90+,Cardiovascular diseases,61.9
Morocco,Both,90+,Cardiovascular diseases,62.84
Morocco,Female,70 to 79,Cardiovascular diseases,62.99
Morocco,Both,80 to 89,Cardiovascular diseases,63.45
Morocco,Female,90+,Cardiovascular diseases,64.14
Morocco,Female,80 to 89,Cardiovascular diseases,65.11
Mozambique,Male,50 to 59,HIV/AIDS and sexually transmitted infections,20.77
Mozambique,Male,All ages,HIV/AIDS and sexually transmitted infections,22.59
Mozambique,Both,50 to 59,HIV/AIDS and sexually transmitted infections,24.29
Mozambique,Both,All ages,HIV/AIDS and sexually transmitted infections,26
Mozambique,Female,0 to 9,Maternal and neonatal disorders,26.45
Mozambique,Female,60 to 69,Cardiovascular diseases,26.96
Mozambique,Male,90+,Cardiovascular diseases,27.41
Mozambique,Male,80 to 89,Cardiovascular diseases,29.29
Mozambique,Both,0 to 9,Maternal and neonatal disorders,29.3
Mozambique,Both,60 to 69,Cardiovascular diseases,30
Mozambique,Female,All ages,HIV/AIDS and sexually transmitted infections,30.21
Mozambique,Male,10 to 19,HIV/AIDS and sexually transmitted infections,30.47
Mozambique,Female,50 to 59,HIV/AIDS and sexually transmitted infections,30.5
Mozambique,Male,0 to 9,Maternal and neonatal disorders,31.74
Mozambique,Male,60 to 69,Cardiovascular diseases,31.79
Mozambique,Male,70 to 79,Cardiovascular diseases,32.84
Mozambique,Male,20 to 29,HIV/AIDS and sexually transmitted infections,33.47
Mozambique,Both,90+,Cardiovascular diseases,34.75
Mozambique,Both,70 to 79,Cardiovascular diseases,35.93
Mozambique,Both,80 to 89,Cardiovascular diseases,36.57
Mozambique,Female,90+,Cardiovascular diseases,37.53
Mozambique,Female,70 to 79,Cardiovascular diseases,39.48
Mozambique,Both,10 to 19,HIV/AIDS and sexually transmitted infections,40.74
Mozambique,Female,80 to 89,Cardiovascular diseases,41.13
Mozambique,Male,40 to 49,HIV/AIDS and sexually transmitted infections,42.68
Mozambique,Both,40 to 49,HIV/AIDS and sexually transmitted infections,46.98
Mozambique,Both,20 to 29,HIV/AIDS and sexually transmitted infections,51.13
Mozambique,Male,30 to 39,HIV/AIDS and sexually transmitted infections,53.13
Mozambique,Female,10 to 19,HIV/AIDS and sexually transmitted infections,53.81
Mozambique,Female,40 to 49,HIV/AIDS and sexually transmitted infections,53.85
Mozambique,Both,30 to 39,HIV/AIDS and sexually transmitted infections,60.64
Mozambique,Female,20 to 29,HIV/AIDS and sexually transmitted infections,68.17
Mozambique,Female,30 to 39,HIV/AIDS and sexually transmitted infections,69.69
Myanmar,Both,20 to 29,Cardiovascular diseases,13.47
Myanmar,Female,10 to 19,Cancer,13.49
Myanmar,Female,20 to 29,Maternal and neonatal disorders,14.13
Myanmar,Male,20 to 29,Transport injuries,16.31
Myanmar,Both,30 to 39,Digestive diseases,17.14
Myanmar,Female,30 to 39,Cancer,18.45
Myanmar,Both,10 to 19,Unintentional injuries,20.6
Myanmar,Male,30 to 39,Digestive diseases,22.6
Myanmar,Both,40 to 49,Cardiovascular diseases,24.09
Myanmar,Female,40 to 49,Cancer,24.92
Myanmar,Male,10 to 19,Unintentional injuries,25.78
Myanmar,Male,40 to 49,Digestive diseases,26.62
Myanmar,Male,All ages,Cardiovascular diseases,29.98
Myanmar,Female,50 to 59,Cardiovascular diseases,32.29
Myanmar,Both,All ages,Cardiovascular diseases,32.81
Myanmar,Both,50 to 59,Cardiovascular diseases,33.45
Myanmar,Male,50 to 59,Cardiovascular diseases,34.19
Myanmar,Female,0 to 9,Maternal and neonatal disorders,34.92
Myanmar,Both,0 to 9,Maternal and neonatal disorders,35.28
Myanmar,Male,0 to 9,Maternal and neonatal disorders,35.59
Myanmar,Female,All ages,Cardiovascular diseases,36.17
Myanmar,Male,90+,Cardiovascular diseases,37.95
Myanmar,Male,60 to 69,Cardiovascular diseases,38.02
Myanmar,Both,60 to 69,Cardiovascular diseases,38.73
Myanmar,Male,80 to 89,Cardiovascular diseases,39.05
Myanmar,Male,70 to 79,Cardiovascular diseases,39.25
Myanmar,Female,60 to 69,Cardiovascular diseases,39.76
Myanmar,Both,70 to 79,Cardiovascular diseases,43.02
Myanmar,Both,90+,Cardiovascular diseases,44.67
Myanmar,Both,80 to 89,Cardiovascular diseases,45.21
Myanmar,Female,70 to 79,Cardiovascular diseases,46.95
Myanmar,Female,90+,Cardiovascular diseases,48.23
Myanmar,Female,80 to 89,Cardiovascular diseases,49.94
Namibia,Male,All ages,Cardiovascular diseases,17.6
Namibia,Both,All ages,HIV/AIDS and sexually transmitted infections,20.35
Namibia,Male,20 to 29,Interpersonal violence,22.74
Namibia,Female,All ages,HIV/AIDS and sexually transmitted infections,24.08
Namibia,Male,50 to 59,HIV/AIDS and sexually transmitted infections,25.58
Namibia,Female,60 to 69,Cardiovascular diseases,29.24
Namibia,Both,60 to 69,Cardiovascular diseases,29.3
Namibia,Male,60 to 69,Cardiovascular diseases,29.65
Namibia,Both,50 to 59,HIV/AIDS and sexually transmitted infections,30.41
Namibia,Both,20 to 29,HIV/AIDS and sexually transmitted infections,30.81
Namibia,Male,10 to 19,HIV/AIDS and sexually transmitted infections,31.51
Namibia,Female,0 to 9,Maternal and neonatal disorders,32.97
Namibia,Male,70 to 79,Cardiovascular diseases,33.39
Namibia,Male,30 to 39,HIV/AIDS and sexually transmitted infections,35.98
Namibia,Both,70 to 79,Cardiovascular diseases,36.2
Namibia,Male,80 to 89,Cardiovascular diseases,36.39
Namibia,Both,0 to 9,Maternal and neonatal disorders,37.42
Namibia,Both,10 to 19,HIV/AIDS and sexually transmitted infections,37.9
Namibia,Male,90+,Cardiovascular diseases,38.73
Namibia,Male,40 to 49,HIV/AIDS and sexually transmitted infections,39.17
Namibia,Female,50 to 59,HIV/AIDS and sexually transmitted infections,39.41
Namibia,Female,70 to 79,Cardiovascular diseases,39.85
Namibia,Male,0 to 9,Maternal and neonatal disorders,41.39
Namibia,Both,80 to 89,Cardiovascular diseases,42.18
Namibia,Both,90+,Cardiovascular diseases,45.07
Namibia,Female,80 to 89,Cardiovascular diseases,46.55
Namibia,Both,40 to 49,HIV/AIDS and sexually transmitted infections,46.88
Namibia,Female,90+,Cardiovascular diseases,48.71
Namibia,Both,30 to 39,HIV/AIDS and sexually transmitted infections,49.04
Namibia,Female,10 to 19,HIV/AIDS and sexually transmitted infections,52.02
Namibia,Female,20 to 29,HIV/AIDS and sexually transmitted infections,56.5
Namibia,Female,40 to 49,HIV/AIDS and sexually transmitted infections,60.04
Namibia,Female,30 to 39,HIV/AIDS and sexually transmitted infections,67.63
Nauru,Both,All ages,Cardiovascular diseases,39.65
Nauru,Male,All ages,Cardiovascular diseases,45.16
Nauru,Female,All ages,Cardiovascular diseases,47.36
Nauru,Both,50 to 59,Cardiovascular diseases,62.5
Nauru,Both,60 to 69,Cardiovascular diseases,80
Nauru,Both,0 to 9,Maternal and neonatal disorders,100
Nauru,Both,30 to 39,Cardiovascular diseases,100
Nauru,Both,40 to 49,Cardiovascular diseases,100
Nauru,Both,70 to 79,Cardiovascular diseases,100
Nauru,Female,0 to 9,Maternal and neonatal disorders,100
Nauru,Female,50 to 59,Cardiovascular diseases,100
Nauru,Female,60 to 69,Cardiovascular diseases,100
Nauru,Male,0 to 9,Maternal and neonatal disorders,100
Nauru,Male,30 to 39,Cardiovascular diseases,100
Nauru,Male,40 to 49,Cardiovascular diseases,100
Nauru,Male,50 to 59,Cardiovascular diseases,100
Nauru,Male,60 to 69,Cardiovascular diseases,100
Nepal,Both,30 to 39,Cardiovascular diseases,13.05
Nepal,Male,30 to 39,Cardiovascular diseases,14.62
Nepal,Both,20 to 29,Suicide,15.38
Nepal,Female,10 to 19,Enteric infections,16.66
Nepal,Both,10 to 19,Unintentional injuries,17.9
Nepal,Female,30 to 39,Maternal and neonatal disorders,19.28
Nepal,Male,10 to 19,Unintentional injuries,20.18
Nepal,Both,40 to 49,Cardiovascular diseases,21.79
Nepal,Male,20 to 29,Suicide,22.15
Nepal,Female,40 to 49,Cancer,23.02
Nepal,Female,All ages,Chronic respiratory diseases,23.81
Nepal,Male,40 to 49,Cardiovascular diseases,23.99
Nepal,Both,All ages,Cardiovascular diseases,24.05
Nepal,Female,50 to 59,Cancer,24.33
Nepal,Female,20 to 29,Maternal and neonatal disorders,24.55
Nepal,Male,All ages,Cardiovascular diseases,26.81
Nepal,Both,50 to 59,Cardiovascular diseases,28.05
Nepal,Female,60 to 69,Chronic respiratory diseases,29.28
Nepal,Both,60 to 69,Cardiovascular diseases,30.19
Nepal,Both,70 to 79,Cardiovascular diseases,30.23
Nepal,Both,90+,Chronic respiratory diseases,31.14
Nepal,Female,90+,Chronic respiratory diseases,31.29
Nepal,Male,80 to 89,Cardiovascular diseases,31.49
Nepal,Male,50 to 59,Cardiovascular diseases,31.62
Nepal,Male,90+,Cardiovascular diseases,32.21
Nepal,Both,80 to 89,Chronic respiratory diseases,32.33
Nepal,Female,70 to 79,Chronic respiratory diseases,32.77
Nepal,Male,70 to 79,Cardiovascular diseases,32.96
Nepal,Male,60 to 69,Cardiovascular diseases,33.5
Nepal,Female,80 to 89,Chronic respiratory diseases,34.06
Nepal,Female,0 to 9,Maternal and neonatal disorders,40.32
Nepal,Both,0 to 9,Maternal and neonatal disorders,43.41
Nepal,Male,0 to 9,Maternal and neonatal disorders,46.22
Netherlands,Both,10 to 19,Transport injuries,23.48
Netherlands,Male,10 to 19,Transport injuries,27.09
Netherlands,Male,30 to 39,Suicide,27.98
Netherlands,Female,20 to 29,Cancer,28.07
Netherlands,Both,20 to 29,Suicide,29.16
Netherlands,Female,10 to 19,Cancer,29.67
Netherlands,Male,20 to 29,Suicide,31.03
Netherlands,Both,80 to 89,Cardiovascular diseases,31.56
Netherlands,Male,90+,Cardiovascular diseases,31.74
Netherlands,Male,80 to 89,Cancer,32.32
Netherlands,Female,All ages,Cancer,32.42
Netherlands,Both,30 to 39,Cancer,32.92
Netherlands,Female,80 to 89,Cardiovascular diseases,33.58
Netherlands,Both,90+,Cardiovascular diseases,35.5
Netherlands,Both,All ages,Cancer,35.99
Netherlands,Female,90+,Cardiovascular diseases,37.16
Netherlands,Male,40 to 49,Cancer,38.01
Netherlands,Male,All ages,Cancer,39.66
Netherlands,Both,0 to 9,Maternal and neonatal disorders,43.91
Netherlands,Male,0 to 9,Maternal and neonatal disorders,45.11
Netherlands,Female,0 to 9,Maternal and neonatal disorders,45.27
Netherlands,Female,70 to 79,Cancer,45.4
Netherlands,Both,70 to 79,Cancer,46.53
Netherlands,Male,70 to 79,Cancer,47.35
Netherlands,Both,40 to 49,Cancer,47.68
Netherlands,Female,30 to 39,Cancer,48.8
Netherlands,Male,50 to 59,Cancer,50.15
Netherlands,Male,60 to 69,Cancer,55.24
Netherlands,Both,50 to 59,Cancer,56.93
Netherlands,Both,60 to 69,Cancer,57.91
Netherlands,Female,40 to 49,Cancer,60.53
Netherlands,Female,60 to 69,Cancer,61.87
Netherlands,Female,50 to 59,Cancer,65.6
New Zealand,Male,30 to 39,Suicide,25.63
New Zealand,Both,30 to 39,Cancer,27.36
New Zealand,Female,20 to 29,Suicide,28.57
New Zealand,Both,10 to 19,Suicide,29.13
New Zealand,Male,40 to 49,Cancer,30.53
New Zealand,Female,10 to 19,Suicide,30.95
New Zealand,Male,10 to 19,Transport injuries,31.63
New Zealand,Both,20 to 29,Suicide,32.24
New Zealand,Male,All ages,Cardiovascular diseases,33.85
New Zealand,Both,All ages,Cardiovascular diseases,34.64
New Zealand,Male,20 to 29,Suicide,35.12
New Zealand,Female,All ages,Cardiovascular diseases,35.49
