country,income_level,year,population,migrants_destination,migrants_destination_per,refugees_destination,refugees_destination_per,migrants_origin,migrants_origin_per
Guatemala,Middle - lower,1990,"9,264,000",264257,2.852515112,223239,2.409747409,343623,3.709229275
Guatemala,Middle - lower,1995,"10,408,000",156188,1.500653344,111983,1.075931975,457382,4.394523444
Guatemala,Middle - lower,2000,"11,651,000",48119,0.413003176,726,0.006231225,578503,4.965264784
Guatemala,Middle - lower,2005,"13,096,000",57252,0.437171655,432,0.003298717,736531,5.624091326
Guatemala,Middle - lower,2010,"14,630,000",66384,0.453752563,138,0.000943267,924525,6.31937799
Guatemala,Middle - lower,2015,"16,252,000",78352,0.482106818,3851,0.023695545,1080720,6.649766183
Guatemala,Middle - lower,2017,"16,914,000",81528,0.482014899,1835,0.010849001,1117355,6.606095542
Guinea,Low,1990,"6,041,000",403621,6.681360702,325000,5.379903989,352590,5.836616454
Guinea,Low,1995,"7,871,000",774505,9.839982213,672298,8.541455978,365472,4.643272773
Guinea,Low,2000,"8,809,000",560075,6.357986151,427206,4.849653763,350522,3.979134976
Guinea,Low,2005,"9,680,000",229611,2.372014463,63525,0.65625,370909,3.831704545
Guinea,Low,2010,"10,794,000",177998,1.649045766,14113,0.130748564,401766,3.722123402
Guinea,Low,2015,"12,092,000",126386,1.04520344,8766,0.072494211,417446,3.452249421
Guinea,Low,2017,"12,717,000",122796,0.965605096,5176,0.040701423,426010,3.349925297
Guinea-Bissau,Low,1990,"1,012,000",15368,1.518577075,3004,0.296837945,55320,5.466403162
Guinea-Bissau,Low,1995,"1,137,000",27961,2.459190853,15350,1.350043975,67065,5.898416887
Guinea-Bissau,Low,2000,"1,243,000",20450,1.645213194,7587,0.610378117,77537,6.237892196
Guinea-Bissau,Low,2005,"1,381,000",20736,1.501520637,7616,0.551484432,82908,6.003475742
Guinea-Bissau,Low,2010,"1,556,000",21061,1.353534704,7679,0.493508997,92400,5.938303342
Guinea-Bissau,Low,2015,"1,771,000",22333,1.261038961,8807,0.497289667,96112,5.426990401
Guinea-Bissau,Low,2017,"1,861,000",23405,1.257657174,8807,0.473240193,97890,5.260075228
Guyana,Middle - upper,1990,"743,000",4095,0.551144011,0,0,233660,31.44818304
Guyana,Middle - upper,1995,"761,000",6352,0.834691196,0,0,296076,38.90617608
Guyana,Middle - upper,2000,"753,000",8610,1.143426295,0,0,363376,48.25710491
Guyana,Middle - upper,2005,"751,000",10868,1.44713715,4,0.000532623,393675,52.42010652
Guyana,Middle - upper,2010,"747,000",13126,1.757161981,7,0.000937082,438888,58.75341365
Guyana,Middle - upper,2015,"769,000",15384,2.000520156,11,0.001430429,472751,61.47607282
Guyana,Middle - upper,2017,"778,000",15530,1.996143959,11,0.001413882,488324,62.76658098
Haiti,Low,1990,"7,100,000",19084,0.268788732,0,0,527307,7.426859155
Haiti,Low,1995,"7,820,000",22458,0.287186701,0,0,663472,8.484296675
Haiti,Low,2000,"8,549,000",25832,0.302163996,0,0,803880,9.403205053
Haiti,Low,2005,"9,263,000",30468,0.328921516,0,0,971633,10.48939868
Haiti,Low,2010,"10,000,000",35104,0.35104,0,0,1119612,11.19612
Haiti,Low,2015,"10,711,000",39529,0.369050509,3,2.80086E-05,1244867,11.62232285
Haiti,Low,2017,"10,981,000",40533,0.369119388,3,2.73199E-05,1281394,11.66919224
Holy See,,1990,"1,000",768,76.8,0,0,32,3.2
Holy See,,1995,"1,000",780,78,0,0,39,3.9
Holy See,,2000,"1,000",785,78.5,0,0,44,4.4
Holy See,,2005,"1,000",798,79.8,0,0,113,11.3
Holy See,,2010,"1,000",794,79.4,0,0,181,18.1
Holy See,,2015,"1,000",803,80.3,0,0,180,18
Holy See,,2017,"1,000",792,79.2,0,0,183,18.3
Honduras,Middle - lower,1990,"4,955,000",270423,5.457578204,237144,4.785953582,156553,3.159495459
Honduras,Middle - lower,1995,"5,709,000",149442,2.617656332,118578,2.077036259,246826,4.323454195
Honduras,Middle - lower,2000,"6,524,000",28461,0.436250766,11,0.000168608,342259,5.246152667
Honduras,Middle - lower,2005,"7,373,000",27875,0.378068629,13,0.000176319,449102,6.091170487
Honduras,Middle - lower,2010,"8,195,000",27288,0.332983527,14,0.000170836,587662,7.170982306
Honduras,Middle - lower,2015,"8,961,000",38317,0.427597366,26,0.000290146,700074,7.812453967
Honduras,Middle - lower,2017,"9,265,000",38700,0.417701025,26,0.000280626,722430,7.797409606
Hungary,High,1990,"10,378,000",347510,3.348525728,36062,0.347485065,386934,3.728406244
Hungary,High,1995,"10,350,000",322234,3.113371981,11934,0.115304348,404007,3.903449275
Hungary,High,2000,"10,221,000",296957,2.905361511,5027,0.049183054,420151,4.110664319
Hungary,High,2005,"10,086,000",366787,3.636595281,8046,0.079773944,466444,4.624667856
Hungary,High,2010,"9,928,000",436616,4.397824335,5414,0.054532635,527760,5.315874295
Hungary,High,2015,"9,784,000",475508,4.860057236,41087,0.41994072,587121,6.000827882
Hungary,High,2017,"9,722,000",503787,5.181927587,14314,0.14723308,636782,6.549907426
Iceland,High,1990,"255,000",9584,3.758431373,43,0.016862745,17635,6.915686275
Iceland,High,1995,"268,000",12738,4.752985075,146,0.054477612,21463,8.00858209
Iceland,High,2000,"280,000",15892,5.675714286,249,0.088928571,26218,9.363571429
Iceland,High,2005,"295,000",25492,8.641355932,166,0.056271186,28803,9.763728814
Iceland,High,2010,"320,000",35091,10.9659375,83,0.0259375,33848,10.5775
Iceland,High,2015,"330,000",39072,11.84,340,0.103030303,38634,11.70727273
Iceland,High,2017,"335,000",41853,12.49343284,357,0.106567164,41352,12.3438806
India,Middle - lower,1990,"870,133,000",7493204,0.861156168,111146,0.01277345,6718862,0.772164945
India,Middle - lower,1995,"960,483,000",6952238,0.723827283,227480,0.023683917,7233782,0.753140035
India,Middle - lower,2000,"1,053,051,000",6411272,0.608828252,170941,0.016232927,7978365,0.757642792
India,Middle - lower,2005,"1,144,119,000",5923642,0.517747018,139283,0.012173821,9649626,0.843411044
India,Middle - lower,2010,"1,230,981,000",5436012,0.441599992,184821,0.015014123,13321332,1.082172024
India,Middle - lower,2015,"1,309,054,000",5240960,0.400362399,207861,0.015878719,15860056,1.211566215
India,Middle - lower,2017,"1,339,180,000",5188550,0.387442315,211101,0.015763452,16587720,1.238647531
Indonesia,Middle - lower,1990,"181,437,000",465612,0.256624614,2138,0.00117837,1636326,0.901870071
Indonesia,Middle - lower,1995,"196,958,000",378960,0.192406503,202,0.00010256,1952321,0.991237218
Indonesia,Middle - lower,2000,"211,540,000",292307,0.138180486,142562,0.067392455,2336494,1.104516404
Indonesia,Middle - lower,2005,"226,713,000",289568,0.12772448,405,0.00017864,2714351,1.197263059
Indonesia,Middle - lower,2010,"242,524,000",305416,0.125932279,811,0.0003344,3486506,1.437592156
Indonesia,Middle - lower,2015,"258,162,000",338124,0.130973575,13548,0.005247868,3974873,1.539681673
Indonesia,Middle - lower,2017,"263,991,000",345930,0.131038558,13838,0.005241845,4233973,1.603832328
Iran (Islamic Republic of),Middle - upper,1990,"56,226,000",4291601,7.632769537,3512201,6.246578096,629834,1.120182834
Iran (Islamic Republic of),Middle - upper,1995,"60,576,000",2937668,4.849557581,2071988,3.420476756,747809,1.234497161
Iran (Islamic Republic of),Middle - upper,2000,"66,132,000",2803805,4.239709974,1851844,2.800223795,832298,1.258540495
Iran (Islamic Republic of),Middle - upper,2005,"70,422,000",2568930,3.647908324,974302,1.383519355,889308,1.262826957
Iran (Islamic Republic of),Middle - upper,2010,"74,568,000",2761561,3.703412992,1073366,1.439445875,1003210,1.345362622
Iran (Islamic Republic of),Middle - upper,2015,"79,360,000",2726420,3.435509073,982085,1.2375063,1111953,1.401150454
Iran (Islamic Republic of),Middle - upper,2017,"81,163,000",2699155,3.325597871,978283,1.205331247,1170491,1.442148516
Iraq,Middle - upper,1990,"17,469,000",83638,0.478779552,900,0.005151984,1506679,8.624872632
Iraq,Middle - upper,1995,"20,208,000",199460,0.987034838,116722,0.57760293,1328704,6.575138559
Iraq,Middle - upper,2000,"23,565,000",210525,0.893380013,127787,0.54227456,1163980,4.939444091
Iraq,Middle - upper,2005,"27,008,000",132915,0.492131961,50177,0.185785693,1445446,5.35191795
Iraq,Middle - upper,2010,"30,763,000",117389,0.381591522,34651,0.112638559,2639101,8.57881546
Iraq,Middle - upper,2015,"36,116,000",359381,0.995074205,285150,0.789539262,1668072,4.618651013
Iraq,Middle - upper,2017,"38,275,000",366568,0.95772175,289755,0.757034618,1679040,4.386779882
Ireland,High,1990,"3,569,000",227961,6.387251331,390,0.010927431,917639,25.71137574
Ireland,High,1995,"3,652,000",226892,6.212814896,400,0.010952903,864219,23.66426616
Ireland,High,2000,"3,849,000",350552,9.107612367,2689,0.069862302,821372,21.33988049
Ireland,High,2005,"4,213,000",589046,13.98162829,7113,0.16883456,771110,18.30310942
Ireland,High,2010,"4,627,000",730542,15.78867517,9107,0.196822995,780843,16.87579425
Ireland,High,2015,"4,700,000",749943,15.95623404,11212,0.238553191,766140,16.30085106
Ireland,High,2017,"4,762,000",806549,16.93719026,10392,0.218227635,802084,16.84342713
Isle of Man,High,1990,"68,000",34769,51.13088235,0,0,10735,15.78676471
Isle of Man,High,1995,"70,000",36886,52.69428571,0,0,9003,12.86142857
Isle of Man,High,2000,"73,000",39002,53.42739726,0,0,7367,10.09178082
Isle of Man,High,2005,"76,000",41475,54.57236842,0,0,8511,11.19868421
Isle of Man,High,2010,"80,000",43447,54.30875,0,0,10295,12.86875
Isle of Man,High,2015,"83,000",45221,54.48313253,0,0,8627,10.3939759
Isle of Man,High,2017,"84,000",45872,54.60952381,0,0,9063,10.78928571
Israel,High,1990,"4,500,000",1632704,36.28231111,0,0,278956,6.199022222
Israel,High,1995,"5,334,000",1792185,33.59926884,1051,0.019703787,289309,5.423865767
Israel,High,2000,"6,014,000",1851309,30.78332225,2102,0.034951779,302477,5.029547722
Israel,High,2005,"6,603,000",1889503,28.61582614,1548,0.023443889,317081,4.802074814
Israel,High,2010,"7,426,000",1950615,26.2673714,25471,0.342997576,334209,4.500525182
Israel,High,2015,"8,065,000",2011727,24.94391816,44623,0.553292002,338246,4.19399876
Israel,High,2017,"8,322,000",1962123,23.57754146,44623,0.536205239,350484,4.211535689
Italy,High,1990,"57,127,000",1428221,2.500080522,12379,0.021669263,3416421,5.98039631
Italy,High,1995,"57,255,000",1774953,3.100083835,9408,0.016431753,3266039,5.704373417
Italy,High,2000,"57,294,000",2121690,3.703162635,6437,0.011235033,3115499,5.437740427
Italy,High,2005,"58,808,000",3954785,6.724909876,20675,0.035156781,2739747,4.658799823
Italy,High,2010,"59,730,000",5787898,9.690102126,56397,0.09441989,2612413,4.373703332
Italy,High,2015,"59,504,000",5805325,9.756192861,177193,0.297783342,2872034,4.82662342
Italy,High,2017,"59,360,000",5907461,9.95192217,216027,0.363926887,3029168,5.103045822
Jamaica,Middle - upper,1990,"2,424,000",20475,0.844678218,0,0,588820,24.29125413
Jamaica,Middle - upper,1995,"2,537,000",22713,0.895270004,19,0.000748916,719840,28.37366969
Jamaica,Middle - upper,2000,"2,657,000",24952,0.939104253,38,0.001430184,858650,32.31652239
Jamaica,Middle - upper,2005,"2,745,000",24314,0.88575592,30,0.001092896,906599,33.02728597
Jamaica,Middle - upper,2010,"2,817,000",23677,0.840504082,21,0.000745474,999819,35.49233227
Jamaica,Middle - upper,2015,"2,872,000",23167,0.806650418,19,0.00066156,1072825,37.35463092
Jamaica,Middle - upper,2017,"2,890,000",23332,0.80733564,25,0.000865052,1112151,38.48273356
Japan,High,1990,"124,516,000",1075626,0.86384561,6649,0.005339876,609032,0.489119471
Japan,High,1995,"126,375,000",1381097,1.092856182,5322,0.004211276,657010,0.519889219
Japan,High,2000,"127,534,000",1686567,1.322444995,3752,0.002941961,711513,0.557900638
Japan,High,2005,"128,336,000",2012916,1.568473382,1941,0.001512436,720120,0.561120808
Japan,High,2010,"128,552,000",2134151,1.660146089,2586,0.002011637,757067,0.588918881
Japan,High,2015,"127,975,000",2232189,1.744238328,16305,0.01274077,801380,0.62620043
Japan,High,2017,"127,484,000",2321476,1.820994007,18786,0.014735967,831868,0.652527376
Jordan,Middle - lower,1990,"3,561,000",1146349,32.19177197,929482,26.101713,313737,8.810362258
Jordan,Middle - lower,1995,"4,573,000",1537097,33.6124426,1250358,27.34218237,339193,7.417297179
Jordan,Middle - lower,2000,"5,103,000",1927845,37.77865961,1571234,30.79039781,368463,7.220517343
Jordan,Middle - lower,2005,"5,714,000",2325414,40.69677984,1972086,34.51323066,433828,7.592369618
Jordan,Middle - lower,2010,"7,182,000",2722983,37.91399332,2372937,33.04005848,597512,8.31957672
Jordan,Middle - lower,2015,"9,159,000",3112026,33.97779234,2751479,30.04125996,698934,7.631116934
Jordan,Middle - lower,2017,"9,702,000",3233553,33.32872604,2928724,30.18680684,744582,7.674520717
Kazakhstan,Middle - upper,1990,"16,540,000",3619200,21.8814994,0,0,2972433,17.97117896
Kazakhstan,Middle - upper,1995,"16,035,000",3245250,20.23854069,8843,0.055148114,3295602,20.55255379
Kazakhstan,Middle - upper,2000,"15,057,000",2871300,19.06953576,17685,0.117453676,3554534,23.60718603
Kazakhstan,Middle - upper,2005,"15,541,000",3102962,19.96629561,7265,0.046747314,3718926,23.92977286
Kazakhstan,Middle - upper,2010,"16,399,000",3334623,20.33430697,4406,0.026867492,3811293,23.2410086
Kazakhstan,Middle - upper,2015,"17,750,000",3546778,19.98184789,1523,0.008580282,3905768,22.00432676
Kazakhstan,Middle - upper,2017,"18,204,000",3635168,19.96906174,1566,0.008602505,4074446,22.38214678
Kenya,Middle - lower,1990,"23,403,000",297292,1.270315771,13452,0.05747981,242119,1.034563945
Kenya,Middle - lower,1995,"27,346,000",618745,2.262652673,234665,0.858132816,267084,0.976683976
Kenya,Middle - lower,2000,"31,450,000",699139,2.223017488,206106,0.655344992,308199,0.979965024
Kenya,Middle - lower,2005,"36,048,000",756894,2.099683755,251271,0.697045606,344121,0.954618842
Kenya,Middle - lower,2010,"41,350,000",926959,2.241738815,402905,0.974377267,407446,0.985359129
Kenya,Middle - lower,2015,"47,236,000",1084357,2.295615632,551352,1.167228385,459337,0.972429926
Kenya,Middle - lower,2017,"49,700,000",1078572,2.17016499,516215,1.038661972,501204,1.008458753
Kiribati,Middle - lower,1990,"72,000",2162,3.002777778,0,0,4053,5.629166667
Kiribati,Middle - lower,1995,"78,000",2223,2.85,0,0,4237,5.432051282
Kiribati,Middle - lower,2000,"84,000",2283,2.717857143,0,0,4007,4.770238095
Kiribati,Middle - lower,2005,"92,000",2487,2.70326087,0,0,4043,4.394565217
Kiribati,Middle - lower,2010,"103,000",2868,2.784466019,0,0,4279,4.154368932
Kiribati,Middle - lower,2015,"112,000",2919,2.60625,0,0,4815,4.299107143
Kiribati,Middle - lower,2017,"116,000",3022,2.605172414,0,0,4903,4.226724138
Kuwait,High,1990,"2,100,000",1074391,51.16147619,30000,1.428571429,81482,3.880095238
Kuwait,High,1995,"1,611,000",921954,57.22867784,3306,0.205214153,96910,6.015518312
Kuwait,High,2000,"2,051,000",1127640,54.98000975,2776,0.13534861,113305,5.524378352
Kuwait,High,2005,"2,277,000",1333327,58.55630215,1523,0.066886254,126263,5.545147123
Kuwait,High,2010,"2,998,000",1871537,62.42618412,184,0.006137425,181048,6.038959306
Kuwait,High,2015,"3,936,000",2866136,72.81849593,1641,0.041692073,197827,5.02609248
Kuwait,High,2017,"4,137,000",3123431,75.49990331,1695,0.040971719,207920,5.025864153
Kyrgyzstan,Middle - lower,1990,"4,373,000",623083,14.2484107,0,0,522615,11.95094901
Kyrgyzstan,Middle - lower,1995,"4,566,000",510296,11.1759965,5365,0.117498905,550057,12.04680245
Kyrgyzstan,Middle - lower,2000,"4,921,000",389558,7.916236537,10729,0.218024792,566293,11.50768137
Kyrgyzstan,Middle - lower,2005,"5,075,000",312897,6.165458128,6594,0.129931034,653216,12.87125123
Kyrgyzstan,Middle - lower,2010,"5,422,000",231511,4.269845076,2458,0.045333825,728622,13.43825157
Kyrgyzstan,Middle - lower,2015,"5,865,000",204382,3.484774084,512,0.008729753,745200,12.70588235
Kyrgyzstan,Middle - lower,2017,"6,045,000",200294,3.313382961,464,0.007675765,760134,12.57459057
Lao People's Democratic Republic,Middle - lower,1990,"4,258,000",22866,0.537012682,0,0,482094,11.32207609
Lao People's Democratic Republic,Middle - lower,1995,"4,852,000",23526,0.484872218,0,0,546866,11.27093982
Lao People's Democratic Republic,Middle - lower,2000,"5,329,000",21948,0.411859636,0,0,648408,12.16753612
Lao People's Democratic Republic,Middle - lower,2005,"5,754,000",20371,0.354031978,0,0,894783,15.55062565
Lao People's Democratic Republic,Middle - lower,2010,"6,246,000",32473,0.519900736,0,0,1197101,19.16588216
Lao People's Democratic Republic,Middle - lower,2015,"6,664,000",44575,0.668892557,0,0,1275951,19.14692377
Lao People's Democratic Republic,Middle - lower,2017,"6,858,000",45466,0.662962963,0,0,1313365,19.15084573
Latvia,High,1990,"2,664,000",646007,24.24951201,0,0,215165,8.076764264
Latvia,High,1995,"2,508,000",538093,21.4550638,4,0.00015949,229047,9.132655502
Latvia,High,2000,"2,384,000",430178,18.04437919,7,0.000293624,238768,10.01543624
Latvia,High,2005,"2,252,000",376725,16.72846359,38,0.001687389,271278,12.04609236
Latvia,High,2010,"2,119,000",313786,14.80821142,68,0.003209061,306309,14.4553563
Latvia,High,2015,"1,993,000",265418,13.31751129,387,0.019417963,358622,17.99407928
Latvia,High,2017,"1,950,000",256889,13.17379487,396,0.020307692,374002,19.17958974
Lebanon,Middle - upper,1990,"2,703,000",523693,19.3745098,305499,11.30221976,506600,18.74213836
Lebanon,Middle - upper,1995,"3,033,000",608303,20.05614903,342697,11.29894494,531071,17.50975931
Lebanon,Middle - upper,2000,"3,235,000",692913,21.41925811,379894,11.74324575,559130,17.28377125
Lebanon,Middle - upper,2005,"3,987,000",756784,18.98128919,421239,10.56531226,612261,15.35643341
Lebanon,Middle - upper,2010,"4,337,000",820655,18.92218123,462584,10.66599032,703015,16.20970717
Lebanon,Middle - upper,2015,"5,851,000",1973204,33.72421808,1592607,27.21939839,773357,13.21751837
Lebanon,Middle - upper,2017,"6,082,000",1939212,31.88444591,1558615,25.6266853,822300,13.52022361
Lesotho,Middle - lower,1990,"1,604,000",8240,0.513715711,2231,0.139089776,191993,11.9696384
Lesotho,Middle - lower,1995,"1,761,000",7204,0.409085747,1116,0.063373083,137829,7.826746167
Lesotho,Middle - lower,2000,"1,869,000",6167,0.329962547,1,5.35045E-05,120497,6.447137507
Lesotho,Middle - lower,2005,"1,950,000",6290,0.322564103,1,5.12821E-05,144122,7.390871795
Lesotho,Middle - lower,2010,"2,041,000",6414,0.314257717,0,0,243782,11.94424302
Lesotho,Middle - lower,2015,"2,175,000",6572,0.30216092,35,0.001609195,309073,14.21025287
Lesotho,Middle - lower,2017,"2,233,000",6749,0.30223914,43,0.001925661,326612,14.62660099
Liberia,Low,1990,"2,097,000",94964,4.528564616,125,0.005960897,516719,24.64086791
Liberia,Low,1995,"2,073,000",208563,10.06092619,120080,5.792571153,548716,26.4696575
Liberia,Low,2000,"2,885,000",151868,5.264055459,69315,2.402599653,263082,9.118960139
Liberia,Low,2005,"3,261,000",87188,2.673658387,10168,0.311806194,368417,11.29766943
Liberia,Low,2010,"3,948,000",99129,2.510866261,24735,0.626519757,264173,6.691312057
Liberia,Low,2015,"4,500,000",113779,2.528422222,38188,0.848622222,252954,5.6212
Liberia,Low,2017,"4,732,000",98630,2.084319527,22063,0.466251057,260155,5.497781065
Libya,Middle - upper,1990,"4,437,000",457075,10.30144242,0,0,76071,1.714469236
Libya,Middle - upper,1995,"4,949,000",508041,10.26552839,3973,0.080278844,77236,1.560638513
Libya,Middle - upper,2000,"5,356,000",567436,10.59439881,11543,0.21551531,78811,1.471452577
Libya,Middle - upper,2005,"5,793,000",625212,10.79254272,12166,0.210012084,98964,1.708337649
Libya,Middle - upper,2010,"6,169,000",683998,11.08766413,7923,0.128432485,127168,2.061403793
Libya,Middle - upper,2015,"6,235,000",771146,12.36801925,36784,0.589959904,154432,2.476856455
Libya,Middle - upper,2017,"6,375,000",788419,12.36735686,37602,0.589835294,158795,2.490901961
Liechtenstein,High,1990,"29,000",10906,37.60689655,0,0,3430,11.82758621
Liechtenstein,High,1995,"31,000",13311,42.93870968,0,0,3023,9.751612903
Liechtenstein,High,2000,"33,000",15483,46.91818182,70,0.212121212,2656,8.048484848
Liechtenstein,High,2005,"35,000",18898,53.99428571,150,0.428571429,2905,8.3
Liechtenstein,High,2010,"36,000",22342,62.06111111,92,0.255555556,3428,9.522222222
Liechtenstein,High,2015,"37,000",23799,64.32162162,247,0.667567568,3868,10.45405405
Liechtenstein,High,2017,"38,000",24683,64.95526316,254,0.668421053,4061,10.68684211
Lithuania,High,1990,"3,696,000",349258,9.449621212,0,0,341083,9.228436147
Lithuania,High,1995,"3,627,000",273587,7.543065895,0,0,342489,9.442762614
Lithuania,High,2000,"3,502,000",214311,6.119674472,55,0.001570531,348739,9.958280982
Lithuania,High,2005,"3,344,000",201209,6.01701555,531,0.015879187,412811,12.34482656
Lithuania,High,2010,"3,124,000",160772,5.146350832,803,0.025704225,483907,15.48998079
Lithuania,High,2015,"2,932,000",136021,4.639188267,1175,0.040075034,568406,19.38628922
Lithuania,High,2017,"2,890,000",124706,4.315086505,1197,0.041418685,596856,20.65245675
Luxembourg,High,1990,"382,000",113795,29.78926702,344,0.090052356,27828,7.284816754
Luxembourg,High,1995,"408,000",126106,30.90833333,700,0.171568627,29862,7.319117647
Luxembourg,High,2000,"436,000",139750,32.05275229,759,0.174082569,32259,7.398853211
Luxembourg,High,2005,"458,000",150618,32.8860262,1822,0.397816594,45397,9.912008734
Luxembourg,High,2010,"508,000",248888,48.99370079,3254,0.640551181,54335,10.69586614
Luxembourg,High,2015,"567,000",260573,45.95643739,3727,0.657319224,57800,10.19400353
Luxembourg,High,2017,"583,000",264073,45.29554031,4066,0.697427101,62054,10.64391081
Madagascar,Low,1990,"11,599,000",23917,0.20619881,0,0,58633,0.505500474
Madagascar,Low,1995,"13,475,000",21177,0.157157699,0,0,66542,0.493818182
Madagascar,Low,2000,"15,767,000",23541,0.149305512,50,0.000317118,76309,0.483979197
Madagascar,Low,2005,"18,337,000",26058,0.142106124,0,0,147749,0.805742488
Madagascar,Low,2010,"21,152,000",28905,0.136653744,0,0,157849,0.746260401
Madagascar,Low,2015,"24,234,000",32075,0.132355368,22,9.07815E-05,171353,0.707076834
Madagascar,Low,2017,"25,571,000",33844,0.132353056,66,0.000258105,172130,0.67314536
Malawi,Low,1990,"9,438,000",1127724,11.94876033,874614,9.266942149,121365,1.285918627
Malawi,Low,1995,"9,909,000",241624,2.43842971,1018,0.010273489,139034,1.403108285
Malawi,Low,2000,"11,376,000",232620,2.044831224,3900,0.0342827,184770,1.624208861
Malawi,Low,2005,"13,040,000",221661,1.699854294,4240,0.032515337,224606,1.72243865
Malawi,Low,2010,"15,167,000",217722,1.435498121,5740,0.037845322,275237,1.814709567
Malawi,Low,2015,"17,574,000",232803,1.324701263,23489,0.133657676,331968,1.888972346
Malawi,Low,2017,"18,622,000",237104,1.273246697,25697,0.137992697,342826,1.840973043
Malaysia,Middle - upper,1990,"18,038,000",695920,3.858077392,14862,0.082392726,562617,3.119065307
Malaysia,Middle - upper,1995,"20,496,000",937368,4.573419204,23323,0.113792935,863517,4.213100117
Malaysia,Middle - upper,2000,"23,186,000",1277223,5.508595704,50487,0.217747779,1203501,5.190636591
Malaysia,Middle - upper,2005,"25,659,000",1722344,6.712436182,33693,0.131310651,1380159,5.378849526
Malaysia,Middle - upper,2010,"28,112,000",2406011,8.558661781,81516,0.289968697,1606627,5.715093199
Malaysia,Middle - upper,2015,"30,723,000",2650617,8.627468021,234581,0.763535462,1795712,5.844845881
Malaysia,Middle - upper,2017,"31,624,000",2703629,8.549294839,226974,0.717727043,1855615,5.867742854
Maldives,Middle - upper,1990,"223,000",8689,3.896412556,0,0,2192,0.982959641
Maldives,Middle - upper,1995,"254,000",18510,7.287401575,0,0,1687,0.664173228
Maldives,Middle - upper,2000,"280,000",27092,9.675714286,0,0,1186,0.423571429
Maldives,Middle - upper,2005,"319,000",45045,14.12068966,0,0,1757,0.550783699
Maldives,Middle - upper,2010,"365,000",54659,14.97506849,0,0,2769,0.758630137
Maldives,Middle - upper,2015,"418,000",64273,15.37631579,0,0,2830,0.677033493
Maldives,Middle - upper,2017,"436,000",67026,15.37293578,0,0,2883,0.661238532
Mali,Low,1990,"8,465,000",160736,1.898830478,13411,0.158428825,647744,7.652025989
Mali,Low,1995,"9,604,000",176187,1.834516868,17916,0.186547272,789125,8.216628488
Mali,Low,2000,"10,968,000",189475,1.727525529,8412,0.076695842,722660,6.588803793
Mali,Low,2005,"12,799,000",256797,2.006383311,11233,0.087764669,792284,6.19020236
Mali,Low,2010,"15,075,000",336607,2.232882255,13558,0.089936982,851520,5.648557214
Mali,Low,2015,"17,468,000",365145,2.090365239,16257,0.093067323,1057333,6.052971147
Mali,Low,2017,"18,542,000",383721,2.069469313,18206,0.098187898,1066120,5.749757308
Malta,High,1990,"364,000",15077,4.142032967,0,0,110735,30.4217033
Malta,High,1995,"380,000",17740,4.668421053,416,0.109473684,109838,28.90473684
Malta,High,2000,"397,000",21521,5.420906801,190,0.047858942,104878,26.41763224
Malta,High,2005,"407,000",24560,6.034398034,1939,0.476412776,100308,24.64570025
Malta,High,2010,"416,000",33008,7.934615385,6136,1.475,98411,23.65649038
Malta,High,2015,"428,000",42430,9.913551402,7665,1.79088785,100266,23.42663551
Malta,High,2017,"431,000",45539,10.56589327,8126,1.885382831,105006,24.36334107
Marshall Islands,Middle - upper,1990,"47,000",1158,2.463829787,0,0,1428,3.038297872
Marshall Islands,Middle - upper,1995,"51,000",1480,2.901960784,0,0,4159,8.154901961
Marshall Islands,Middle - upper,2000,"52,000",1891,3.636538462,0,0,6964,13.39230769
Marshall Islands,Middle - upper,2005,"52,000",2417,4.648076923,0,0,6631,12.75192308
Marshall Islands,Middle - upper,2010,"52,000",3089,5.940384615,0,0,6467,12.43653846
Marshall Islands,Middle - upper,2015,"53,000",3284,6.196226415,0,0,7271,13.71886792
Marshall Islands,Middle - upper,2017,"53,000",3292,6.211320755,0,0,7504,14.15849057
Martinique,,1990,"358,000",38705,10.81145251,0,0,11041,3.084078212
Martinique,,1995,"369,000",46599,12.62845528,0,0,12602,3.415176152
Martinique,,2000,"387,000",54492,14.08062016,0,0,14197,3.668475452
Martinique,,2005,"397,000",57034,14.36624685,0,0,14610,3.680100756
Martinique,,2010,"395,000",59575,15.08227848,0,0,14793,3.745063291
Martinique,,2015,"386,000",61731,15.99248705,0,0,13530,3.505181347
Martinique,,2017,"385,000",61579,15.99454545,0,0,13781,3.579480519
Mauritania,Middle - lower,1990,"2,030,000",111650,5.5,60000,2.955665025,134129,6.607339901
Mauritania,Middle - lower,1995,"2,327,000",89562,3.848818221,34394,1.478040395,151363,6.504641169
Mauritania,Middle - lower,2000,"2,709,000",57366,2.117607973,350,0.012919897,105587,3.897637505
Mauritania,Middle - lower,2005,"3,131,000",58119,1.856244011,632,0.020185244,99141,3.16643245
Mauritania,Middle - lower,2010,"3,610,000",84679,2.34567867,26717,0.740083102,113363,3.140249307
Mauritania,Middle - lower,2015,"4,182,000",166552,3.982592061,77891,1.86252989,118570,2.835246294
Mauritania,Middle - lower,2017,"4,420,000",168438,3.81081448,74735,1.690837104,120433,2.724728507
Mauritius,Middle - upper,1990,"1,056,000",3613,0.342140152,0,0,108385,10.26373106
Mauritius,Middle - upper,1995,"1,129,000",7493,0.663684677,0,0,111390,9.866253322
Mauritius,Middle - upper,2000,"1,185,000",15543,1.31164557,0,0,115984,9.787679325
