key,description
PostVaccineActivity13,"How long after getting fully vaccinated do you plan to do each of the following activities? Attend a concert  (1 = Already do, 2 = 2 weeks, 3 = 1 month, 4 = 4 months, 5 = 6 months, 6 = 9 months, 7 = 1 year, 8 = 2 years, 9 = More than 2 years, 10 = Never)"
PostVaccineActivity14,"How long after getting fully vaccinated do you plan to do each of the following activities? Attend a sporting event  (1 = Already do, 2 = 2 weeks, 3 = 1 month, 4 = 4 months, 5 = 6 months, 6 = 9 months, 7 = 1 year, 8 = 2 years, 9 = More than 2 years, 10 = Never)"
PostVaccineActivity15,"How long after getting fully vaccinated do you plan to do each of the following activities? Attend a religious service  (1 = Already do, 2 = 2 weeks, 3 = 1 month, 4 = 4 months, 5 = 6 months, 6 = 9 months, 7 = 1 year, 8 = 2 years, 9 = More than 2 years, 10 = Never)"
PostVaccineActivity16,"How long after getting fully vaccinated do you plan to do each of the following activities? Work outside your home   (1 = Already do, 2 = 2 weeks, 3 = 1 month, 4 = 4 months, 5 = 6 months, 6 = 9 months, 7 = 1 year, 8 = 2 years, 9 = More than 2 years, 10 = Never)

"
CDCguidelines1,"Which of these are the current CDC guidelines regarding preventative measures after vaccination? Select all that apply. Fully vaccinated people can gather indoors with other fully vaccinated people without wearing masks (0 = False, 1 = True)"
CDCguidelines2,"Which of these are the current CDC guidelines regarding preventative measures after vaccination? Select all that apply. Fully vaccinated people can attend medium-sized gatherings (0 = False, 1 = True)"
CDCguidelines3,"Which of these are the current CDC guidelines regarding preventative measures after vaccination? Select all that apply. Fully vaccinated people no longer need to delay domestic travel  (0 = False, 1 = True)"
CDCguidelines4,"Which of these are the current CDC guidelines regarding preventative measures after vaccination? Select all that apply. Fully vaccinated people can visit a household of unvaccinated people, as long as the unvaccinated household does not include someone high-risk  (0 = False, 1 = True)"
CDCpostVaccine,"How likely are you to follow the CDC guidelines regarding preventative measures after vaccination? (1 = Very unlikely, 7 = Very likely)"
NoMaskOutPoliOri,"If you see someone OUTSIDE in a public space who IS NOT wearing a mask, do you think they are: (1=Very likely liberal, 4= not sure, 7= very likely conservative)"
NoMaskOutVacc,"If you see someone OUTSIDE in a public space who IS NOT wearing a mask, do you think they are: (1= very likely vaccinated, 4= not sure, 7= very likely not vaccinated)"
MaskOutPoliOri,"If you see someone OUTSIDE in a public space who IS wearing a mask, do you think they are: (1=Very likely liberal, 4= not sure, 7= very likely conservative)"
MaskOutVacc,"If you see someone OUTSIDE in a public space who IS wearing a mask, do you think they are: (1= very likely vaccinated, 4= not sure, 7= very likely not vaccinated)"
NoMaskInPoliOri,"If you see someone INSIDE in a public space who IS NOT wearing a mask, do you think they are: (1=Very likely liberal, 4= not sure, 7= very likely conservative)"
NoMaskInVacc,"If you see someone INSIDE in a public space who IS NOT wearing a mask, do you think they are: (1= very likely vaccinated, 4= not sure, 7= very likely not vaccinated)"
MaskInPoliOri,"If you see someone INSIDE in a public space who IS wearing a mask, do you think they are: (1=Very likely liberal, 4= not sure, 7= very likely conservative)"
MaskInVacc,"If you see someone INSIDE in a public space who IS wearing a mask, do you think they are: (1= very likely vaccinated, 4= not sure, 7= very likely not vaccinated)"
OthersJudgeMask,"Do you think others might observe you wearing or not wearing a mask in public and make a judgment about your vaccination status? (1= highly likely, 7= highly unlikely)"
JudgeWearMask,"Would others making a judgment about your vaccination status based on whether or not you wear a mask in public make you more or less likely to wear a mask? (1= much less likely, 7= much more likely)"
Loneliness1,"I am unhappy doing so many things alone (1= I never feel this way, 2= I rarely feel this way, 3= I sometimes feel this way, 4= I often feel this way)"
Loneliness2,"I have nobody to talk to (1= I never feel this way, 2= I rarely feel this way, 3= I sometimes feel this way, 4= I often feel this way)"
Loneliness3,"I cannot tolerate being so alone (1= I never feel this way, 2= I rarely feel this way, 3= I sometimes feel this way, 4= I often feel this way)"
Loneliness4,"I lack companionship (1= I never feel this way, 2= I rarely feel this way, 3= I sometimes feel this way, 4= I often feel this way)"
Loneliness5,"I feel as if nobody really understands me (1= I never feel this way, 2= I rarely feel this way, 3= I sometimes feel this way, 4= I often feel this way)"
Loneliness6,"I find myself waiting for people to call or write (1= I never feel this way, 2= I rarely feel this way, 3= I sometimes feel this way, 4= I often feel this way)"
Loneliness7,"There is no one I can turn to (1= I never feel this way, 2= I rarely feel this way, 3= I sometimes feel this way, 4= I often feel this way)"
Loneliness8,"I am no longer close to anyone (1= I never feel this way, 2= I rarely feel this way, 3= I sometimes feel this way, 4= I often feel this way)"
Loneliness9,"My interests and ideas are not shared by those around me (1= I never feel this way, 2= I rarely feel this way, 3= I sometimes feel this way, 4= I often feel this way)"
Loneliness10,"I feel left out (1= I never feel this way, 2= I rarely feel this way, 3= I sometimes feel this way, 4= I often feel this way)"
Loneliness11,"I feel completely alone (1= I never feel this way, 2= I rarely feel this way, 3= I sometimes feel this way, 4= I often feel this way)"
Loneliness12,"I am unable to reach out and communicate with those around me (1= I never feel this way, 2= I rarely feel this way, 3= I sometimes feel this way, 4= I often feel this way)"
Loneliness13,"My social relationships are superficial (1= I never feel this way, 2= I rarely feel this way, 3= I sometimes feel this way, 4= I often feel this way)"
Loneliness14,"I feel starved for company (1= I never feel this way, 2= I rarely feel this way, 3= I sometimes feel this way, 4= I often feel this way)"
Loneliness15,"No one really knows me well (1= I never feel this way, 2= I rarely feel this way, 3= I sometimes feel this way, 4= I often feel this way)"
Loneliness16,"I feel isolated from others (1= I never feel this way, 2= I rarely feel this way, 3= I sometimes feel this way, 4= I often feel this way)"
Loneliness17,"I am unhappy being so withdrawn (1= I never feel this way, 2= I rarely feel this way, 3= I sometimes feel this way, 4= I often feel this way)"
Loneliness18,"It is difficult for me to make friends (1= I never feel this way, 2= I rarely feel this way, 3= I sometimes feel this way, 4= I often feel this way)"
Loneliness19,"I feel shut out and excluded by others (1= I never feel this way, 2= I rarely feel this way, 3= I sometimes feel this way, 4= I often feel this way)"
Loneliness20,"People are around me but not with me  (1= I never feel this way, 2= I rarely feel this way, 3= I sometimes feel this way, 4= I often feel this way)"
ContactFriends,"How often have you been in contact with friends (not including family members, in-laws, children) since the pandemic started? (1= Less than once a month, 2= Once a month, 3= Once a week, 4= A few times a week, 5= Every day)"
TimeRiskyFriend,"How likely are you to spend time in-person with friends who have put themselves at risk of COVID-19 infection (1=Not at all, 7=Very likely)"
TimeCarefulFriend,"How likely are you to spend time in-person with friends who have been careful about minimizing their risk of COVID-19 infection? (1=Not at all, 7=Very likely)"
PanWorseFriends,"The pandemic has made my existing friendships worse (1= strongly disagree, 4= neither agree nor disagree, 7= strongly agree)"
PanBetterFriends,"The pandemic has made my existing friendships better (1= strongly disagree, 4= neither agree nor disagree, 7= strongly agree)"
SatisfiedFriends,"How satisfied have you been with your friendships during the pandemic? (1= not at all, 4= neither agree nor disagree, 7= completely)"
Closure1,"I don't like situations that are uncertain. (1= strongly disagree, 7= strongly agree)"
Closure2,"I dislike questions which could be answered in many different ways. (1= strongly disagree, 7= strongly agree)"
Closure3,"I find that a well ordered life with regular hours suits my temperament. (1= strongly disagree, 7= strongly agree)"
Closure4,"I feel uncomfortable when I don't understand the reason why an event occurred in my life. (1= strongly disagree, 7= strongly agree)"
Closure5,"I feel irritated when one person disagrees with what everyone else in a group believes. (1= strongly disagree, 7= strongly agree)"
Closure6,"I don't like to go into a situation without knowing what I can expect from it.  (1= strongly disagree, 7= strongly agree)"
Closure7,"When I have made a decision, I feel relieved.  (1= strongly disagree, 7= strongly agree)"
Closure8,"When I am confronted with a problem, I?m dying to reach a solution very quickly. (1= strongly disagree, 7= strongly agree)"
Closure9,"I would quickly become impatient and irritated if I would not find a solution to a problem immediately. (1= strongly disagree, 7= strongly agree)"
Closure10,"I don't like to be with people who are capable of unexpected actions.  (1= strongly disagree, 7= strongly agree)"
Closure11,"I dislike it when a person's statement could mean many different things.  (1= strongly disagree, 7= strongly agree)"
Closure12,"I find that establishing a consistent routine enables me to enjoy life more. (1= strongly disagree, 7= strongly agree)"
Closure13,"I enjoy having a clear and structured mode of life.  (1= strongly disagree, 7= strongly agree)"
Closure14,"I do not usually consult many different opinions before forming my own view. (1= strongly disagree, 7= strongly agree)"
Closure15,"I dislike unpredictable situations. (1= strongly disagree, 7= strongly agree)"
BIDR1,"I have not always been honest with myself (1=Not true, 7=Very true)"
BIDR2,"I always know why I like things  (1=Not true, 7=Very true)"
BIDR3,"It's hard for me to shut off a disturbing thought (1=Not true, 7=Very true)"
BIDR4,"I never regret my decisions  (1=Not true, 7=Very true)"
BIDR5,"I sometimes lose out on things because I can't make up my mind soon enough (1=Not true, 7=Very true)"
BIDR6,"I am a completely rational person  (1=Not true, 7=Very true)"
BIDR7,"I am very confident of my judgments (1=Not true, 7=Very true)"
BIDR8,"I have sometimes doubted my ability as a lover (1=Not true, 7=Very true)"
FMIntentionsSocial,"Considering the risk of contracting and transmitting COVID, how likely would you be to attend a crowded indoor event of the following type: Social event with friends (e.g., dining, party) (1=Not at all, 7=Very likely)"
FMIntentionsKin,"Considering the risk of contracting and transmitting COVID, how likely would you be to attend a crowded indoor event of the following type: Family event (e.g., dining, reunion)  (1=Not at all, 7=Very likely)"
FMIntentionsMating,"Considering the risk of contracting and transmitting COVID, how likely would you be to attend a crowded indoor event of the following type: Event to meet a new potential romantic partner (e.g., dining, date)  (1=Not at all, 7=Very likely)"
FMIntentionsStatus,"Considering the risk of contracting and transmitting COVID, how likely would you be to attend a crowded indoor event of the following type: Career networking event (e.g., job fair, conference)  (1=Not at all, 7=Very likely)"
FoodScarcity1,"The statements below concern food security by 2050. Food shortages will occur more frequently (1=Strongly disagree, 7=Strongly agree)"
FoodScarcity2,"The statements below concern food security by 2050. Food resources will become increasingly scarce (1=Strongly disagree, 7=Strongly agree)"
FoodScarcity3,"The statements below concern food security by 2050. There will be less food available (1=Strongly disagree, 7=Strongly agree)"
FoodScarcity4,"The statements below concern food security by 2050. Food availability will be more uncertain (1=Strongly disagree, 7=Strongly agree)"
FoodScarcity5,"The statements below concern food security by 2050. More people will be hungry (1=Strongly disagree, 7=Strongly agree)"
FoodScarcity6,"The statements below concern food security by 2050. The demand for food will be higher than the supply (1=Strongly disagree, 7=Strongly agree)"
FoodScarcity7,"The statements below concern food security by 2050. There may not be enough food for everyone (1=Strongly disagree, 7=Strongly agree)"
FoodScarcity8,"The statements below concern food security by 2050. People will compete for food resources (1=Strongly disagree, 7=Strongly agree)"
FoodInsecurity1,"How often did you experience the following over the past 12 months (i.e., since August, 2020)? I worried whether my food would run out before I was able to get more (1=Never, 2=Sometimes, 3=Often)"
FoodInsecurity2,"How often did you experience the following over the past 12 months (i.e., since August, 2020)? I cut the size of meals or skipped meals because there was not enough food (1=Never, 2=Sometimes, 3=Often)"
FoodInsecurity3,"How often did you experience the following over the past 12 months (i.e., since August, 2020)? I lost weight because there was not enough food (1=Never, 2=Sometimes, 3=Often)"
FoodInsecurity4,"How often did you experience the following over the past 12 months (i.e., since August, 2020)? I was hungry but did not eat because there was not enough money for food (1=Never, 2=Sometimes, 3=Often)"
FarMonth2019,"Imagine yourself in August of 2019. How would that person answer the following question: How near or far away does a month from now seem? (1=Very near, 7=Very far)"
FarYear2019,"Imagine yourself in August of 2019. How would that person answer the following question: How near or far away does a year from now seem? (1=Very near, 7=Very far)"
Asteroid1,"Imagine the following scenario: Scientists identify a massive asteroid that is on a direct collision course with Earth. It will strike in a year, destroying all human life. The world?s leaders believe that if humanity pools its resources and contributes a great deal of labor to creating new technology, we might be able to destroy the asteroid before impact. But there is a catch. Because all of our effort will be dedicated to developing the new technology, things on Earth will get worse. Everyone will have to work long grueling shifts with little food or rest, and no resources will be available for humanitarian efforts, entertainment, or non-emergency healthcare. Alternatively, humanity could devote all of its resources to maximizing quality of life until the asteroid hits?people could stop working and enjoy their remaining time as they see fit. Developing technology has a 1% chance of destroying the asteroid (1=Maximize quality of life, 2=Some of both, 3=Develop the technology)"
Asteroid2,"Imagine the following scenario: Scientists identify a massive asteroid that is on a direct collision course with Earth. It will strike in a year, destroying all human life. The world?s leaders believe that if humanity pools its resources and contributes a great deal of labor to creating new technology, we might be able to destroy the asteroid before impact. But there is a catch. Because all of our effort will be dedicated to developing the new technology, things on Earth will get worse. Everyone will have to work long grueling shifts with little food or rest, and no resources will be available for humanitarian efforts, entertainment, or non-emergency healthcare. Alternatively, humanity could devote all of its resources to maximizing quality of life until the asteroid hits?people could stop working and enjoy their remaining time as they see fit. Developing technology has a 10% chance of destroying the asteroid  (1=Maximize quality of life, 2=Some of both, 3=Develop the technology)"
Asteroid3,"Imagine the following scenario: Scientists identify a massive asteroid that is on a direct collision course with Earth. It will strike in a year, destroying all human life. The world?s leaders believe that if humanity pools its resources and contributes a great deal of labor to creating new technology, we might be able to destroy the asteroid before impact. But there is a catch. Because all of our effort will be dedicated to developing the new technology, things on Earth will get worse. Everyone will have to work long grueling shifts with little food or rest, and no resources will be available for humanitarian efforts, entertainment, or non-emergency healthcare. Alternatively, humanity could devote all of its resources to maximizing quality of life until the asteroid hits?people could stop working and enjoy their remaining time as they see fit. Developing technology has a 33% chance of destroying the asteroid  (1=Maximize quality of life, 2=Some of both, 3=Develop the technology)"
Asteroid4,"Imagine the following scenario: Scientists identify a massive asteroid that is on a direct collision course with Earth. It will strike in a year, destroying all human life. The world?s leaders believe that if humanity pools its resources and contributes a great deal of labor to creating new technology, we might be able to destroy the asteroid before impact. But there is a catch. Because all of our effort will be dedicated to developing the new technology, things on Earth will get worse. Everyone will have to work long grueling shifts with little food or rest, and no resources will be available for humanitarian efforts, entertainment, or non-emergency healthcare. Alternatively, humanity could devote all of its resources to maximizing quality of life until the asteroid hits?people could stop working and enjoy their remaining time as they see fit. Developing technology has a 66% chance of destroying the asteroid  (1=Maximize quality of life, 2=Some of both, 3=Develop the technology)"
Asteroid5,"Imagine the following scenario: Scientists identify a massive asteroid that is on a direct collision course with Earth. It will strike in a year, destroying all human life. The world?s leaders believe that if humanity pools its resources and contributes a great deal of labor to creating new technology, we might be able to destroy the asteroid before impact. But there is a catch. Because all of our effort will be dedicated to developing the new technology, things on Earth will get worse. Everyone will have to work long grueling shifts with little food or rest, and no resources will be available for humanitarian efforts, entertainment, or non-emergency healthcare. Alternatively, humanity could devote all of its resources to maximizing quality of life until the asteroid hits?people could stop working and enjoy their remaining time as they see fit. Developing technology has a 90% chance of destroying the asteroid  (1=Maximize quality of life, 2=Some of both, 3=Develop the technology)"
Treatment1,"Imagine the unfortunate scenario that you become seriously ill. The doctors tell you that you don?t have long to live, most likely a year at most. Your illness has a slight possibility of being cured. But if you choose to pursue treatment, the longer you have treatment the more severe your side effects will be, including extreme pain, nausea, and fatigue. You also have the option instead to be put on comfort care, where the symptoms of your illness will be taken care of. You cannot receive comfort care and treatment at the same time. Developing technology has a 1% chance of curing you (1=Comfort care for a year, 2=Treatment for 6 months and then comfort care for 6 months, 3=Treatment for a year)"
Treatment2,"Imagine the unfortunate scenario that you become seriously ill. The doctors tell you that you don?t have long to live, most likely a year at most. Your illness has a slight possibility of being cured. But if you choose to pursue treatment, the longer you have treatment the more severe your side effects will be, including extreme pain, nausea, and fatigue. You also have the option instead to be put on comfort care, where the symptoms of your illness will be taken care of. You cannot receive comfort care and treatment at the same time. Developing technology has a 10% chance of curing you (1=Comfort care for a year, 2=Treatment for 6 months and then comfort care for 6 months, 3=Treatment for a year)"
Treatment3,"Imagine the unfortunate scenario that you become seriously ill. The doctors tell you that you don?t have long to live, most likely a year at most. Your illness has a slight possibility of being cured. But if you choose to pursue treatment, the longer you have treatment the more severe your side effects will be, including extreme pain, nausea, and fatigue. You also have the option instead to be put on comfort care, where the symptoms of your illness will be taken care of. You cannot receive comfort care and treatment at the same time. Developing technology has a 33% chance of curing you (1=Comfort care for a year, 2=Treatment for 6 months and then comfort care for 6 months, 3=Treatment for a year)"
Treatment4,"Imagine the unfortunate scenario that you become seriously ill. The doctors tell you that you don?t have long to live, most likely a year at most. Your illness has a slight possibility of being cured. But if you choose to pursue treatment, the longer you have treatment the more severe your side effects will be, including extreme pain, nausea, and fatigue. You also have the option instead to be put on comfort care, where the symptoms of your illness will be taken care of. You cannot receive comfort care and treatment at the same time. Developing technology has a 66% chance of of curing you (1=Comfort care for a year, 2=Treatment for 6 months and then comfort care for 6 months, 3=Treatment for a year)"
Treatment5,"Imagine the unfortunate scenario that you become seriously ill. The doctors tell you that you don?t have long to live, most likely a year at most. Your illness has a slight possibility of being cured. But if you choose to pursue treatment, the longer you have treatment the more severe your side effects will be, including extreme pain, nausea, and fatigue. You also have the option instead to be put on comfort care, where the symptoms of your illness will be taken care of. You cannot receive comfort care and treatment at the same time. Developing technology has a 90% chance of curing you (1=Comfort care for a year, 2=Treatment for 6 months and then comfort care for 6 months, 3=Treatment for a year)"
StudyVSdowntime,"Imagine that it's the weekend and you are going to study for a certification test to advance professionally and also enjoy some well-deserved down time. Which are you likely to do first? (1=study, 5= enjoy downtime)"
LifeOrientation1,"In uncertain times, I usually expect the best. (1= strongly disagree, 5= strongly agree)"
LifeOrientation2,"If something can go wrong for me, it will. (1= strongly disagree, 5= strongly agree)"
LifeOrientation3," I'm always optimistic about my future. (1= strongly disagree, 5= strongly agree)"
LifeOrientation4," I hardly ever expect things to go my way. (1= strongly disagree, 5= strongly agree)"
LifeOrientation5," I rarely count on good things happening to me. (1= strongly disagree, 5= strongly agree)"
LifeOrientation6,"Overall, I expect more good things to happen to me than bad. (1= strongly disagree, 5= strongly agree)"
FutureEvent,"Think about a future event that is important for you (for example a career change, operation, graduation, marriage, vacation, or retirement). In a few words, describe that event."
OptimisticEvent,"How optimistic are you about this event? (0= very pessimistic, 100= very optimistic)"
TimeToEventYears,How long will it be until this event takes place? Please answer in numbers only. (years)
TimeToEventMonths,How long will it be until this event takes place? Please answer in numbers only. (months)
TimeToEventWeeks,How long will it be until this event takes place? Please answer in numbers only. (weeks)
TimeToEventDays,How long will it be until this event takes place? Please answer in numbers only. (days)
WhoAmI1,Please write three answers to the following question using the blanks below: Who am I?
WhoAmI2,Please write three answers to the following question using the blanks below: Who am I?
WhoAmI3,Please write three answers to the following question using the blanks below: Who am I?
Identities1,"How important have the following identities/group memberships been to you during COVID-19? Your gender (0=Not at all important, 10= Extremely important)"
Identities2,"How important have the following identities/group memberships been to you during COVID-19? Your race (0=Not at all important, 10= Extremely important)"
Identities3,"How important have the following identities/group memberships been to you during COVID-19? Your socioeconomic status (income, education level (0=Not at all important, 10= Extremely important)"
Identities4,"How important have the following identities/group memberships been to you during COVID-19? Your political orientation (0=Not at all important, 10= Extremely important)"
Identities5,"How important have the following identities/group memberships been to you during COVID-19? Your age (0=Not at all important, 10= Extremely important)"
RegFocus1,"Compared to most people, are you typically unable to get what you want out of life? (1=never or seldom, 3= sometimes, 5=very often)"
RegFocus2,"Growing up, would you ever ""cross the line"" by doing things that your parents would not tolerate? (1=never or seldom, 3= sometimes, 5=very often)"
RegFocus3,"How often have you accomplished things that got you ""psyched""' to work even harder? (1=never or seldom, 3= sometimes, 5=very often)"
RegFocus4,"Did you get on your parents' nerves often when you were growing up?  (1=never or seldom, 3= sometimes, 5=very often)"
RegFocus5,"How often did you obey rules and regulations that were established by your parents? (1=never or seldom, 3= sometimes, 5=very often)"
RegFocus6,"Growing up, did you ever act in ways that your parents thought were objectionable? (1=never or seldom, 3= sometimes, 5=very often)"
RegFocus7,"Do you often do well at different things that you try?  (1=never or seldom, 3= sometimes, 5=very often)"
RegFocus8,"Not being careful enough has gotten me into trouble at times. (1=never or seldom, 3= sometimes, 5=very often)"
RegFocus9,"When it comes to achieving things that are important to me, I find that I don't perform as well as I ideally would like to do. (1=never or seldom, 3= sometimes, 5=very often)"
RegFocus10,"I feel like I have made progress toward being successful in my life. (1=never or seldom, 3= sometimes, 5=very often)"
RegFocus11,"I have found very few hobbies or activities in my life that capture my interest or motivate me (1=never or seldom, 3= sometimes, 5=very often)"
CelebrateXmas,"Do you celebrate Christmas? (1=No, 2=Yes)"
FarXmas1,"How far away does Christmas Day feel from today? (1=very near, 100=very far)"
PrepXmas1,"How much do you have left to do in preparation for Christmas? (1=nothing left to do, 100=still have everything left to do)"
QuickXmas,"How quickly do you think Christmas Day will pass? (1=very slowly, 7=very quickly)"
FamilyXmas1,"Are you looking forward to spending time with family during the Christmas holiday? (1=not at all, 100=very much)"
ResponsibilityXmas,"How is the responsibility of preparing for Christmas divvied up among your family members? (1=one person has most of the responsibility, 7=everyone has an equal share of work)"
ShareResponsibility1,How large is your share of responsibility for Christmas preparations? (percentage)
ConcernCovidXmas,"How worried are you about the possibility of becoming infected with COVID-19 during the Christmas holiday? (1= not at all, 7 = extremely)"
ConcernOtherXmas,"How worried are you about the possibility of infecting others with COVID-19 during the Christmas holiday? (1= not at all, 7= extremely)"
PerceptionRiskXmas,"How likely do you think it is that you will become infected with COVID-19 during the Christmas holiday?  (1= not at all, 7= extremely)"
InfectionSeverityXmas,"If you were to become infected with COVID-19 during the Christmas holiday, how severe do you expect your symptoms to be? (1= not at all, 7= extremely)"
HowManyXmas,How many people are you planning to celebrate Christmas with?
NotHouseHoldXmas,How many people are you planning to celebrate Christmas with who are not members of your household?
ChangesXmas,Did you make any changes in your Christmas plans because of COVID?
CancelXmas,"How likely are you to avoid celebrating Christmas because of COVID-19 related concerns? (1= not at all, 7= extremely)"
IOSXmas,Please select the circle that best describes how close you feel with the people you plan to celebrate Christmas with (4-10)
AnimalVirus1.1,"Imagine the following scenario: A deadly new virus is found to have emerged from a wild animal population and is now spreading among people in Australia. Scientists confirm that it is highly contagious and that infections are fatal in the great majority of cases; as a consequence, if it is not stopped, within a year the virus would effectively destroy all human life. Experts determine that if humanity pools its resources and contributes a great deal of labor to creating new biotechnology, we may be able to develop an effective vaccine within a year before the virus spreads out of control. But there is a catch. Because global transportation and shipping will have to be completely shut down and all of our efforts will be dedicated to developing the new technology, things on Earth will get worse until the struggle is over. Jobs will be switched to essential work, lockdowns and shortages of food and goods will be widespread, and no resources will be available for humanitarian efforts, entertainment, or non-emergency healthcare. Alternatively, humanity could devote all of its resources to maximizing quality of life until the pandemic hits and wipes out civilization?people could stop working and enjoy their remaining time as they want. Developing technology has a 1% chance of stopping the virus (1=Maximize quality of life, 2=Some of both, 3=Develop the technology)"
AnimalVirus1.2,"Imagine the following scenario: A deadly new virus is found to have emerged from a wild animal population and is now spreading among people in Australia. Scientists confirm that it is highly contagious and that infections are fatal in the great majority of cases; as a consequence, if it is not stopped, within a year the virus would effectively destroy all human life. Experts determine that if humanity pools its resources and contributes a great deal of labor to creating new biotechnology, we may be able to develop an effective vaccine within a year before the virus spreads out of control. But there is a catch. Because global transportation and shipping will have to be completely shut down and all of our efforts will be dedicated to developing the new technology, things on Earth will get worse until the struggle is over. Jobs will be switched to essential work, lockdowns and shortages of food and goods will be widespread, and no resources will be available for humanitarian efforts, entertainment, or non-emergency healthcare. Alternatively, humanity could devote all of its resources to maximizing quality of life until the pandemic hits and wipes out civilization?people could stop working and enjoy their remaining time as they want. Developing technology has a 10% chance of stopping the virus  (1=Maximize quality of life, 2=Some of both, 3=Develop the technology)"
AnimalVirus1.3,"Imagine the following scenario: A deadly new virus is found to have emerged from a wild animal population and is now spreading among people in Australia. Scientists confirm that it is highly contagious and that infections are fatal in the great majority of cases; as a consequence, if it is not stopped, within a year the virus would effectively destroy all human life. Experts determine that if humanity pools its resources and contributes a great deal of labor to creating new biotechnology, we may be able to develop an effective vaccine within a year before the virus spreads out of control. But there is a catch. Because global transportation and shipping will have to be completely shut down and all of our efforts will be dedicated to developing the new technology, things on Earth will get worse until the struggle is over. Jobs will be switched to essential work, lockdowns and shortages of food and goods will be widespread, and no resources will be available for humanitarian efforts, entertainment, or non-emergency healthcare. Alternatively, humanity could devote all of its resources to maximizing quality of life until the pandemic hits and wipes out civilization?people could stop working and enjoy their remaining time as they want. Developing technology has a 33% chance of stopping the virus  (1=Maximize quality of life, 2=Some of both, 3=Develop the technology)"
AnimalVirus1.4,"Imagine the following scenario: A deadly new virus is found to have emerged from a wild animal population and is now spreading among people in Australia. Scientists confirm that it is highly contagious and that infections are fatal in the great majority of cases; as a consequence, if it is not stopped, within a year the virus would effectively destroy all human life. Experts determine that if humanity pools its resources and contributes a great deal of labor to creating new biotechnology, we may be able to develop an effective vaccine within a year before the virus spreads out of control. But there is a catch. Because global transportation and shipping will have to be completely shut down and all of our efforts will be dedicated to developing the new technology, things on Earth will get worse until the struggle is over. Jobs will be switched to essential work, lockdowns and shortages of food and goods will be widespread, and no resources will be available for humanitarian efforts, entertainment, or non-emergency healthcare. Alternatively, humanity could devote all of its resources to maximizing quality of life until the pandemic hits and wipes out civilization?people could stop working and enjoy their remaining time as they want. Developing technology has a 66% chance of stopping the virus  (1=Maximize quality of life, 2=Some of both, 3=Develop the technology)"
AnimalVirus1.5,"Imagine the following scenario: A deadly new virus is found to have emerged from a wild animal population and is now spreading among people in Australia. Scientists confirm that it is highly contagious and that infections are fatal in the great majority of cases; as a consequence, if it is not stopped, within a year the virus would effectively destroy all human life. Experts determine that if humanity pools its resources and contributes a great deal of labor to creating new biotechnology, we may be able to develop an effective vaccine within a year before the virus spreads out of control. But there is a catch. Because global transportation and shipping will have to be completely shut down and all of our efforts will be dedicated to developing the new technology, things on Earth will get worse until the struggle is over. Jobs will be switched to essential work, lockdowns and shortages of food and goods will be widespread, and no resources will be available for humanitarian efforts, entertainment, or non-emergency healthcare. Alternatively, humanity could devote all of its resources to maximizing quality of life until the pandemic hits and wipes out civilization?people could stop working and enjoy their remaining time as they want. Developing technology has a 90% chance of stopping the virus  (1=Maximize quality of life, 2=Some of both, 3=Develop the technology)"
AnimalVirus2.1,"Imagine the following scenario: A deadly new virus is found to have emerged from a wild animal population and is now spreading among people in Australia. Scientists confirm that it is highly contagious and that infections are fatal in the great majority of cases; as a consequence, if it is not stopped, within a year the virus would effectively destroy all human life. Experts determine that if humanity pools its resources and contributes a great deal of labor to creating new biotechnology, we may be able to develop an effective vaccine within a year before the virus spreads out of control. But there is a catch. Because global transportation and shipping will have to be completely shut down and all of our efforts will be dedicated to developing the new technology, things on Earth will get worse until the struggle is over. Jobs will be switched to essential work, lockdowns and shortages of food and goods will be widespread, and no resources will be available for humanitarian efforts, entertainment, or non-emergency healthcare. Alternatively, humanity could devote all of its resources to maximizing quality of life until the pandemic hits and wipes out civilization?people could stop working and enjoy their remaining time as they want. Developing technology has a 1% chance of stopping the virus (1=Maximize quality of life, 2=Some of both, 3=Develop the technology)"
AnimalVirus2.2,"Imagine the following scenario: A deadly new virus is found to have emerged from a wild animal population and is now spreading among people in Australia. Scientists confirm that it is highly contagious and that infections are fatal in the great majority of cases; as a consequence, if it is not stopped, within a year the virus would effectively destroy all human life. Experts determine that if humanity pools its resources and contributes a great deal of labor to creating new biotechnology, we may be able to develop an effective vaccine within a year before the virus spreads out of control. But there is a catch. Because global transportation and shipping will have to be completely shut down and all of our efforts will be dedicated to developing the new technology, things on Earth will get worse until the struggle is over. Jobs will be switched to essential work, lockdowns and shortages of food and goods will be widespread, and no resources will be available for humanitarian efforts, entertainment, or non-emergency healthcare. Alternatively, humanity could devote all of its resources to maximizing quality of life until the pandemic hits and wipes out civilization?people could stop working and enjoy their remaining time as they want. Developing technology has a 10% chance of stopping the virus  (1=Maximize quality of life, 2=Some of both, 3=Develop the technology)"
